longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income;churn
7,51;0;84,84;Нет;Бесплатный;CC;30;Мужской;Женат;2;18893,4;0
0;0;4,02;Нет;Бесплатный;CC;18;Женский;Женат;1;67112,7;0
13,24;0;81,58;Да;Бесплатный;CC;96;Мужской;Одинокий;2;57814,5;0
0;0;2,63;Нет;Бюджетный;CC;75;Женский;Женат;2;55272,7;1
12,76;0;19,98;Нет;Бесплатный;CH;89;Мужской;Женат;0;60156,9;0
29,42;0;332,46;Нет;Бюджетный;CC;62;Мужской;Женат;2;17888,7;0
17,27;0;20,34;Да;Бесплатный;CC;83;Мужской;Одинокий;2;58580,6;0
2,72;0;80,27;Нет;Бюджетный;CH;88;Женский;Женат;1;96090,2;0
23,31;0;38,44;Нет;Бесплатный;CC;71;Женский;Одинокий;0;26435,8;0
14,64;0;99;Нет;Бюджетный;CC;35;Мужской;Одинокий;0;63782,6;0
29,98;0;146,44;Да;Бюджетный;CH;72;Женский;Женат;1;74263,8;1
21,72;0;14,36;Нет;Бюджетный;CC;71;Мужской;Одинокий;0;12860,5;0
16,7;0;71,68;Нет;Бюджетный;CC;63;Мужской;Женат;2;31282,8;0
9,57;0;10,47;Нет;Бюджетный;CH;23;Женский;Женат;0;869,57;1
0;0;4,11;Да;Бесплатный;CH;79;Женский;Одинокий;1;38777,7;1
23,13;5,6;96,18;Нет;Бюджетный;CH;65;Мужской;Женат;1;82783,8;0
11,03;0;87,33;Да;Бюджетный;CC;62;Женский;Женат;1;63314,6;1
22,77;0;28,05;Нет;Бюджетный;Auto;39;Мужской;Женат;0;29227,8;0
2,37;9,95;81,77;Нет;Бесплатный;Auto;35;Мужской;Женат;2;15269,1;0
0,59;8,24;50,21;Нет;Бесплатный;CC;34;Женский;Одинокий;1;30234,8;1
20,93;0;30,53;Нет;Бюджетный;CC;50;Женский;Женат;2;59078;0
27,83;5,2;48,7;Да;Бесплатный;CC;25;Мужской;Женат;2;67339,8;0
0;0;1,39;Нет;Бюджетный;CC;28;Женский;Женат;1;7543,29;1
9,52;0;66,1;Нет;Бюджетный;CC;53;Мужской;Женат;2;17246;0
6,55;0;130,34;Нет;Бюджетный;CC;79;Женский;Женат;0;28021,4;0
11,06;0;50,85;Нет;Бесплатный;CC;64;Женский;Одинокий;1;7737,94;1
13,91;0;155,61;Нет;Бюджетный;CC;80;Женский;Женат;1;2279,44;0
21,91;6,71;27;Да;Бюджетный;CC;52;Мужской;Одинокий;0;88413,4;1
13,86;0;18,82;Да;Бюджетный;CC;26;Мужской;Одинокий;1;76074,1;0
10,29;4,83;13,89;Да;Бюджетный;Auto;55;Женский;Женат;0;25080,6;1
21,76;0;11,01;Нет;Бюджетный;CC;56;Мужской;Женат;2;79952,9;0
12,28;0;10,42;Да;Бесплатный;CH;56;Женский;Женат;0;50290,7;1
9,4;0;13,9;Нет;Бесплатный;CH;90;Мужской;Одинокий;2;81997;0
26,46;0;95,68;Да;Бесплатный;Auto;77;Мужской;Женат;1;31841,7;0
12,15;0;116,59;Нет;Бесплатный;CH;79;Женский;Одинокий;2;43151,7;1
4,04;0;14,18;Да;Бюджетный;Auto;51;Женский;Женат;2;33790,9;1
26;0;9,95;Нет;Бюджетный;CC;63;Мужской;Женат;0;50290,7;0
14,26;0;30,03;Нет;Бесплатный;CH;95;Мужской;Женат;2;23764,3;0
28,71;0;61,49;Да;Бюджетный;Auto;54;Мужской;Одинокий;1;13428,5;0
28,06;0;61,99;Нет;Бюджетный;CC;38;Женский;Женат;2;81309,5;0
12,75;0;109,84;Да;Бесплатный;CH;27;Женский;Одинокий;1;54370,7;0
29,52;0;167,32;Нет;Бюджетный;Auto;64;Мужской;Женат;2;80289,1;0
27,77;0;91,09;Да;Бесплатный;CC;94;Женский;Одинокий;2;42983,3;0
27,44;0;53,85;Да;Бесплатный;CC;65;Женский;Одинокий;0;73918,3;1
24,03;0;48,06;Да;Бесплатный;CC;84;Женский;Одинокий;2;32964,2;0
1,8;0;12,76;Да;Бюджетный;CC;48;Мужской;Одинокий;0;88044,4;0
11,69;0,22;43,56;Нет;Бесплатный;CH;29;Женский;Одинокий;0;73032,9;0
10,85;0;122,45;Нет;Бюджетный;CC;48;Женский;Женат;2;44596,4;1
28,24;0;139,13;Нет;Бюджетный;CC;91;Женский;Одинокий;0;48262,4;1
22,49;0;13,99;Нет;Бесплатный;CC;22;Мужской;Женат;1;57348,8;0
17,62;0;71,03;Нет;Бесплатный;CC;28;Мужской;Одинокий;2;88063,2;0
2,83;0;40,25;Да;Бесплатный;CC;49;Мужской;Одинокий;1;29894,4;0
10,9;9,28;27,02;Да;Бюджетный;CH;47;Женский;Женат;1;57611,4;1
13,46;0;15,11;Да;Бюджетный;CC;94;Мужской;Женат;0;50290,7;0
25,65;0;15,31;Да;Бюджетный;CH;83;Мужской;Женат;1;9132,91;0
21,44;0;38,82;Нет;Бюджетный;CC;71;Мужской;Женат;0;51195,5;0
7,35;0;47,44;Нет;Бюджетный;CC;33;Мужской;Женат;1;19173,6;0
17,41;0;28,13;Нет;Бюджетный;CC;62;Мужской;Женат;0;50676;0
9,82;0;25,11;Нет;Бюджетный;Auto;21;Женский;Женат;1;78855,5;0
14,9;0;26,57;Нет;Бюджетный;Auto;93;Мужской;Одинокий;1;28485,7;0
7,26;0;74,81;Нет;Бесплатный;CC;55;Мужской;Женат;1;69408,3;0
0;0;1,19;Да;Бесплатный;CC;48;Женский;Одинокий;2;60908,1;1
9,78;0;68,62;Нет;Бесплатный;CC;78;Мужской;Женат;1;23919,1;0
3,86;0;37,21;Нет;Бюджетный;Auto;74;Женский;Одинокий;1;42002;1
12,51;0;68,02;Нет;Бесплатный;CC;84;Мужской;Женат;0;88164;0
10,25;1,94;145,07;Нет;Бюджетный;CC;54;Женский;Одинокий;0;60774,6;1
1,52;0;62,19;Нет;Бюджетный;CC;56;Мужской;Женат;2;46165,2;0
12,7;0;88,1;Да;Бесплатный;Auto;87;Женский;Женат;1;3624,7;1
8,43;0;86,25;Нет;Бюджетный;CC;52;Женский;Женат;2;58629,5;0
0;0;1,84;Да;Бюджетный;CC;43;Женский;Женат;0;85205,1;1
13,72;0;13,35;Да;Бюджетный;Auto;72;Мужской;Одинокий;0;21079,2;0
23,33;0;64,95;Нет;Бесплатный;Auto;55;Женский;Женат;0;53755,7;1
5,35;0;42,46;Да;Бюджетный;CC;43;Мужской;Женат;0;12439,4;0
24,25;9,42;57,85;Да;Бесплатный;CC;21;Мужской;Одинокий;1;92788,1;1
10,69;0;183,14;Да;Бюджетный;CC;30;Мужской;Женат;2;25298,6;0
26,96;0,31;79,55;Нет;Бюджетный;CC;31;Мужской;Одинокий;2;14690,1;0
7,52;7,35;25,21;Нет;Бюджетный;CH;22;Женский;Женат;0;42877,2;1
13,7;0;74,18;Нет;Бюджетный;CH;90;Женский;Одинокий;2;97445,2;1
20,24;0;18,25;Нет;Бюджетный;CH;48;Женский;Женат;0;4581,11;1
12,86;0;18,73;Нет;Бюджетный;CC;45;Женский;Женат;0;59008,4;0
0;0;2,35;Да;Бесплатный;CC;28;Мужской;Женат;0;99563,1;1
24,8;0;80,13;Нет;Бюджетный;CC;66;Мужской;Женат;1;7277,29;0
28,32;0;12,41;Да;Бесплатный;CH;60;Женский;Одинокий;2;24703,8;1
14,11;0;54,55;Да;Бесплатный;CC;37;Женский;Одинокий;0;47732;0
15,31;0;8,55;Нет;Бюджетный;CC;49;Мужской;Одинокий;1;63230,3;0
5,39;0;91,07;Нет;Бесплатный;Auto;94;Женский;Женат;1;66755,6;1
0;0;1,12;Нет;Бесплатный;CC;77;Женский;Одинокий;0;29410,6;1
25,81;0;78,75;Нет;Бесплатный;CH;86;Мужской;Женат;0;98399,9;0
16,17;0;6,11;Нет;Бесплатный;CC;50;Женский;Женат;2;11458,4;0
0;0;3,39;Нет;Бесплатный;CC;19;Мужской;Женат;2;58774,9;1
26,23;0;188,74;Нет;Бюджетный;CC;32;Женский;Одинокий;2;63041,1;0
6,99;0;75,49;Нет;Бюджетный;CC;18;Мужской;Одинокий;2;87708;0
14,19;0;30,7;Да;Бюджетный;CH;62;Мужской;Женат;2;50290,7;0
19,43;0;91,79;Нет;Бесплатный;CC;63;Мужской;Одинокий;2;39753,3;0
11,31;0;71,5;Да;Бюджетный;CH;75;Женский;Одинокий;1;57952,6;1
0;0;0,35;Нет;Бюджетный;CC;63;Мужской;Женат;1;9049,57;1
10,97;0;60;Да;Бесплатный;CH;45;Мужской;Женат;0;27170,6;0
26,68;0,67;11,05;Нет;Бесплатный;CC;67;Женский;Одинокий;1;96519,1;1
3,11;0;127,14;Нет;Бюджетный;CC;68;Мужской;Одинокий;2;17047,2;0
0,25;0;32,19;Нет;Бюджетный;CC;39;Мужской;Одинокий;2;18569,2;0
21,45;0;55,47;Нет;Бюджетный;CC;88;Женский;Одинокий;2;94665,2;1
12,61;0;18,81;Нет;Бюджетный;Auto;88;Женский;Одинокий;0;68608;0
22,56;0;410,61;Да;Бесплатный;CH;24;Женский;Одинокий;2;98226,2;0
0;0;2,16;Нет;Бюджетный;CH;60;Мужской;Женат;1;20552,6;0
27,96;0;87,16;Да;Бюджетный;CC;39;Женский;Женат;1;85980,9;0
27,33;7,42;112,31;Нет;Бюджетный;CC;53;Мужской;Одинокий;2;8854,31;1
12,76;0;19,98;Нет;Бесплатный;CH;89;Мужской;Женат;0;60156,9;0
7,76;0;19,57;Да;Бюджетный;CC;52;Женский;Одинокий;0;15906;1
22,78;0;45,03;Нет;Бюджетный;CH;78;Мужской;Женат;0;92198,8;0
1,01;0;57,99;Нет;Бесплатный;CH;37;Женский;Женат;2;80869,8;0
24,35;0;8,18;Да;Бесплатный;Auto;22;Мужской;Женат;2;12389,3;0
4,3;0;7,16;Нет;Бюджетный;Auto;96;Мужской;Женат;1;2502,74;0
23,44;0;6,7;Да;Бюджетный;CH;77;Мужской;Женат;1;21747,7;0
9,19;0;34,26;Да;Бесплатный;Auto;71;Мужской;Женат;0;37113,6;0
26,07;0;101,01;Да;Бесплатный;CC;19;Мужской;Женат;2;42630;0
25,33;0;51;Нет;Бесплатный;Auto;35;Мужской;Женат;1;32238,2;0
5,26;0;32,05;Нет;Бюджетный;CC;19;Мужской;Женат;0;58979,3;0
6,95;0;41,99;Да;Бесплатный;CH;81;Женский;Женат;1;50860,7;1
25,23;0;45,86;Да;Бесплатный;CC;70;Мужской;Женат;2;52921;0
4;0;6,11;Да;Бесплатный;CC;46;Мужской;Одинокий;0;90866,5;0
27,44;0;10,94;Нет;Бюджетный;Auto;39;Женский;Одинокий;2;51662,2;0
6,12;0;14,79;Нет;Бесплатный;CH;58;Мужской;Женат;1;4054,55;0
24,15;3,11;7,87;Нет;Бесплатный;CC;30;Женский;Женат;1;69341,7;1
8,86;0;72,1;Нет;Бюджетный;CC;92;Мужской;Одинокий;2;8014,59;0
17,13;3,04;23,99;Нет;Бесплатный;CC;60;Женский;Одинокий;1;92353,3;1
17,13;3,04;23,99;Нет;Бесплатный;CC;60;Женский;Одинокий;1;92353,3;1
28,46;0;109,12;Да;Бюджетный;CC;65;Мужской;Женат;2;29609,7;0
28,58;0;91,57;Нет;Бюджетный;CC;75;Мужской;Женат;0;47131,5;0
0;0;4,15;Да;Бесплатный;CH;40;Женский;Одинокий;0;56016;1
4,2;0;114,63;Нет;Бюджетный;CH;81;Женский;Женат;2;3193,6;1
25,1;0;111,59;Нет;Бесплатный;CC;46;Женский;Женат;1;51014;1
10,69;0;183,14;Да;Бюджетный;CC;30;Мужской;Женат;2;25298,6;0
16,35;0;15,25;Нет;Бесплатный;CC;58;Мужской;Женат;0;64789,8;0
25,12;0;284,11;Да;Бесплатный;CC;70;Женский;Женат;1;28197,3;1
27,31;3,44;20,58;Нет;Бюджетный;Auto;59;Мужской;Одинокий;0;21893,6;1
4;0;6,11;Да;Бесплатный;CC;46;Мужской;Одинокий;0;90866,5;0
17,8;0;12,56;Нет;Бесплатный;CC;58;Женский;Женат;2;29597,1;0
0;0;0,91;Нет;Бесплатный;CC;25;Женский;Одинокий;2;88023,2;1
22,44;9,19;29,18;Нет;Бесплатный;CH;36;Мужской;Женат;0;97341,4;0
16,64;0;105,26;Нет;Бюджетный;CH;30;Женский;Женат;1;48457,6;0
0;0;3,47;Нет;Бюджетный;CC;94;Женский;Женат;2;78994,1;1
0;0;3,89;Нет;Бесплатный;CC;45;Женский;Одинокий;1;85627,9;1
20,24;0;25,13;Да;Бесплатный;CC;19;Мужской;Женат;2;92981,2;0
27,82;0;124,75;Нет;Бесплатный;CH;70;Мужской;Одинокий;0;56421,8;0
23,31;0;83,5;Нет;Бесплатный;CC;59;Мужской;Одинокий;0;33912,4;0
4,19;0;161,82;Нет;Бесплатный;CC;76;Мужской;Женат;1;72996;0
12;0;150,86;Нет;Бесплатный;CC;66;Мужской;Женат;1;31672,4;0
6,95;2,77;122,04;Нет;Бюджетный;CC;37;Женский;Одинокий;0;95261,8;1
17,13;0;12,34;Нет;Бюджетный;CC;82;Женский;Женат;1;49453,8;0
11,19;0;75,6;Нет;Бесплатный;CC;67;Мужской;Одинокий;1;36415,3;0
10,79;0;41,01;Нет;Бюджетный;CC;79;Мужской;Одинокий;2;97928,4;0
23,95;0;17,89;Да;Бюджетный;CC;80;Женский;Одинокий;2;47893,1;1
12,54;0;311,29;Нет;Бюджетный;CC;21;Женский;Одинокий;0;45612,9;0
11,4;0;62,53;Нет;Бюджетный;CC;88;Мужской;Женат;1;43378,2;0
16,25;0;66,62;Да;Бюджетный;CC;77;Мужской;Женат;2;29277,8;0
28,19;0;93,63;Нет;Бесплатный;CH;19;Женский;Одинокий;2;56438,9;0
2,74;0;180,97;Нет;Бюджетный;CC;54;Мужской;Женат;2;93476,6;0
0;0;4,11;Нет;Бюджетный;CH;18;Мужской;Одинокий;2;37443,6;1
0;0;3,5;Нет;Бюджетный;CH;23;Мужской;Женат;0;91659,9;1
10,37;2,15;24,67;Нет;Бесплатный;CH;87;Мужской;Одинокий;0;69864;1
3,69;0;22,92;Нет;Бюджетный;CH;96;Женский;Одинокий;1;32005,6;1
11,24;6,82;115,45;Да;Бесплатный;CC;52;Мужской;Одинокий;1;37809,7;1
10,46;0;17,08;Нет;Бюджетный;Auto;63;Женский;Одинокий;0;19854,2;1
6,04;0;19,52;Нет;Бюджетный;CC;63;Женский;Женат;1;22198,1;1
19,88;0;91,96;Нет;Бесплатный;Auto;82;Женский;Женат;0;38687,2;1
13,67;0;38,27;Да;Бесплатный;CH;78;Мужской;Одинокий;0;54670,4;0
9,87;0;33,07;Нет;Бесплатный;CC;45;Мужской;Женат;2;23695,6;0
23,25;0;10,62;Нет;Бесплатный;CC;46;Мужской;Одинокий;0;14865,8;0
12,44;0;16,62;Нет;Бюджетный;Auto;18;Женский;Женат;1;57549,5;0
12,52;0;64,46;Нет;Бюджетный;CC;37;Женский;Женат;2;11947,3;0
6,29;0;66,43;Нет;Бюджетный;CC;76;Мужской;Женат;0;14271,8;0
7,43;0;7,44;Нет;Бюджетный;CC;78;Женский;Женат;2;92103,8;1
19,48;6,18;93,3;Да;Бюджетный;Auto;82;Женский;Одинокий;1;80066,3;1
28,8;4,92;89,46;Нет;Бюджетный;Auto;67;Мужской;Женат;0;81360,6;1
22,56;0;410,61;Да;Бесплатный;CH;24;Женский;Одинокий;2;98226,2;0
23,72;0;186,1;Нет;Бесплатный;CC;84;Женский;Женат;2;23684,1;0
24,82;0;79,35;Нет;Бюджетный;CC;25;Женский;Одинокий;1;7320,73;1
0;0;3,08;Нет;Бесплатный;CC;77;Женский;Одинокий;2;79972,6;1
0;0;1,6;Нет;Бюджетный;Auto;69;Мужской;Женат;0;62150,4;1
3,26;0;10,07;Нет;Бесплатный;CC;72;Мужской;Одинокий;1;95182,1;0
14,11;0;54,55;Да;Бесплатный;CC;37;Женский;Одинокий;0;47732;0
10,58;0;37,28;Нет;Бесплатный;CC;53;Мужской;Женат;2;37354;0
2,02;0;189,52;Нет;Бесплатный;Auto;87;Мужской;Одинокий;0;32683,9;0
22,73;0;10,91;Нет;Бюджетный;CH;86;Женский;Женат;2;36090,7;1
0;0;0,74;Нет;Бесплатный;Auto;68;Мужской;Женат;0;41486,4;0
14,47;0;7,1;Нет;Бесплатный;Auto;68;Женский;Женат;0;62484,8;1
15,27;0;29,48;Нет;Бюджетный;CC;43;Женский;Одинокий;1;77021,7;1
7,51;0;84,84;Нет;Бесплатный;CC;30;Мужской;Женат;2;18893,4;0
2,42;9,19;41,17;Да;Бюджетный;CH;48;Мужской;Одинокий;0;81420;1
5,17;0;11,14;Нет;Бесплатный;Auto;85;Женский;Женат;2;69730,9;1
8,65;0;69,93;Нет;Бюджетный;CC;43;Женский;Одинокий;1;53989,3;1
2,48;0;21,58;Да;Бесплатный;CC;83;Мужской;Одинокий;0;52774;0
28,33;0;54,31;Да;Бюджетный;CC;19;Женский;Женат;1;67750,9;0
5,36;0;27,14;Нет;Бюджетный;CC;23;Женский;Женат;1;22767;1
27,43;0;42,53;Нет;Бюджетный;CC;53;Мужской;Женат;2;14500,3;0
25,93;0;77,29;Нет;Бюджетный;CC;82;Женский;Женат;1;77265,5;1
25,99;0;26,7;Нет;Бесплатный;CH;94;Мужской;Одинокий;0;44927;0
11,14;0;110,79;Да;Бесплатный;CC;24;Мужской;Женат;0;25921,4;1
4,79;0;39,76;Нет;Бесплатный;CH;79;Женский;Одинокий;0;77644,1;0
27,9;0;6,58;Да;Бесплатный;CC;19;Женский;Женат;1;73089,7;0
0;0;2,64;Нет;Бюджетный;CC;82;Мужской;Женат;2;30271,4;1
5,5;4,51;42,64;Нет;Бюджетный;Auto;94;Мужской;Женат;0;83876,4;1
9,24;0;52,22;Да;Бюджетный;CC;82;Мужской;Женат;2;77665,6;0
26,3;0;7,62;Нет;Бесплатный;CC;89;Мужской;Одинокий;2;30059,6;0
20,18;9,16;46,26;Нет;Бюджетный;Auto;38;Мужской;Женат;2;52989,2;1
25,42;0;97,38;Да;Бесплатный;CC;33;Женский;Женат;1;82190,5;0
21,76;0;11,01;Нет;Бюджетный;CC;56;Мужской;Женат;2;79952,9;0
28,15;0;22,92;Нет;Бюджетный;CH;60;Женский;Женат;2;48874,7;1
17,41;0;6,32;Нет;Бесплатный;CC;20;Женский;Одинокий;2;43046,4;0
2,54;0;52,65;Да;Бесплатный;CC;65;Женский;Женат;0;10391,1;1
15,33;0,8;39,7;Нет;Бюджетный;CH;18;Женский;Женат;1;9929,4;0
29,65;0;55,93;Нет;Бесплатный;CH;32;Женский;Женат;2;16705,6;0
19,06;0,36;15,98;Нет;Бюджетный;Auto;40;Мужской;Женат;1;62789,9;0
3,37;0;43,54;Нет;Бюджетный;CH;47;Женский;Одинокий;1;59489;0
4,43;0;16,35;Нет;Бюджетный;CC;29;Мужской;Женат;2;98734,7;0
12,89;0;53,82;Да;Бесплатный;Auto;66;Женский;Женат;2;67239,4;1
24,02;3,41;183,62;Нет;Бюджетный;Auto;44;Женский;Женат;1;7700,73;1
8,38;0;16,44;Нет;Бюджетный;CC;58;Мужской;Женат;2;61334,8;0
3,89;0;67,73;Да;Бюджетный;CC;19;Мужской;Одинокий;0;71861,9;0
12,28;0;10,42;Да;Бесплатный;CH;56;Женский;Женат;0;50290,7;1
11,02;0;49,41;Нет;Бюджетный;CH;94;Мужской;Женат;1;76213,2;0
22;0;66,59;Нет;Бюджетный;CH;50;Женский;Женат;0;70004,1;1
0,64;0;121,18;Нет;Бесплатный;CC;29;Мужской;Одинокий;0;94179,1;0
15,75;0;32,85;Да;Бесплатный;CC;39;Женский;Женат;1;46736;0
19,37;0;121,68;Да;Бюджетный;CH;59;Женский;Женат;0;29953,1;1
19,29;0;59,47;Нет;Бесплатный;CC;23;Женский;Одинокий;1;63712,1;0
17,46;0;12,45;Нет;Бесплатный;CH;82;Мужской;Одинокий;0;37498,2;0
2,16;0;227;Да;Бесплатный;CC;41;Женский;Женат;1;47916,3;1
3,33;0;99,32;Нет;Бюджетный;Auto;91;Женский;Женат;0;99309;1
14,61;0;74,73;Нет;Бюджетный;CC;68;Женский;Женат;2;50290,7;1
7,11;0;19,5;Нет;Бюджетный;Auto;81;Мужской;Одинокий;0;67634,7;0
1,28;0;55,97;Нет;Бесплатный;CC;82;Мужской;Одинокий;2;50290,7;0
27,33;0;23,86;Да;Бесплатный;Auto;86;Женский;Одинокий;2;92885,9;0
21,53;0;26,54;Да;Бюджетный;CC;31;Женский;Женат;2;55977,7;0
8,37;0;20,71;Да;Бесплатный;CC;62;Мужской;Женат;2;64283,2;0
15,54;0;57,32;Да;Бесплатный;CH;80;Мужской;Одинокий;1;15060,6;0
0;0;3;Нет;Бесплатный;CC;93;Женский;Женат;2;96926,2;1
5,38;8,83;33,59;Нет;Бюджетный;Auto;70;Мужской;Одинокий;2;66649,2;0
23,22;0;143,81;Да;Бесплатный;CH;22;Женский;Одинокий;2;14905;1
1,26;0;103,46;Нет;Бесплатный;CC;82;Женский;Одинокий;0;8604,64;1
13,23;0;26,88;Нет;Бесплатный;CH;70;Мужской;Женат;1;76837,4;0
1,85;0;34,18;Да;Бесплатный;CC;64;Мужской;Женат;1;36510,9;0
11,36;0;13,46;Нет;Бесплатный;CC;43;Женский;Одинокий;2;77293;1
0;0;2,61;Нет;Бесплатный;CC;40;Женский;Одинокий;1;1302,4;1
24,61;1,32;15,16;Нет;Бесплатный;CC;61;Женский;Одинокий;0;11890,1;1
5,33;0;103,31;Да;Бесплатный;CC;54;Мужской;Женат;2;23537,6;0
15,93;2,21;73,07;Да;Бюджетный;Auto;68;Женский;Женат;0;73728,3;1
26;0;37,13;Да;Бесплатный;CH;79;Женский;Одинокий;1;87818,3;0
0;0;1,21;Нет;Бюджетный;CC;20;Женский;Женат;2;84629,3;1
0,03;0;46,04;Да;Бесплатный;CC;60;Мужской;Одинокий;1;86629,3;0
22,8;0;20,26;Да;Бюджетный;CC;88;Мужской;Женат;1;13091,6;0
24,93;9,13;12,8;Нет;Бесплатный;CC;71;Женский;Женат;2;80844,5;1
12,76;0;16,42;Да;Бюджетный;CC;73;Женский;Женат;1;19621,6;1
17,62;6,41;116,81;Нет;Бесплатный;CC;32;Женский;Женат;2;18913,2;1
11,57;0;12,47;Да;Бесплатный;CH;60;Женский;Женат;2;99488,1;0
9,82;0;82,45;Да;Бюджетный;CC;60;Женский;Женат;1;40792,3;0
19,73;0;71,32;Да;Бесплатный;CC;81;Женский;Женат;1;70052;1
16,37;0;7,01;Нет;Бюджетный;CH;97;Женский;Женат;1;51261,9;1
8,87;0;81,17;Нет;Бесплатный;Auto;89;Мужской;Женат;2;64009,7;0
18,32;0;47,58;Нет;Бюджетный;Auto;37;Женский;Одинокий;0;5978,89;0
17,66;0;71,07;Нет;Бесплатный;CC;53;Женский;Одинокий;0;95584,5;0
29,5;0;30,21;Нет;Бесплатный;CC;91;Мужской;Женат;0;50290,7;0
15,6;0;24,19;Нет;Бесплатный;CH;79;Женский;Женат;2;8204,72;1
1,11;0;22,74;Нет;Бесплатный;CC;96;Мужской;Одинокий;0;83986,8;0
17,48;0;24,21;Нет;Бюджетный;CC;84;Женский;Одинокий;0;95056,9;1
24,61;0;21,94;Нет;Бесплатный;CH;68;Мужской;Одинокий;1;14904,1;0
27,88;0;13,13;Нет;Бесплатный;Auto;46;Женский;Женат;0;94576,2;1
0;0;1,31;Нет;Бесплатный;Auto;87;Женский;Женат;0;7657,96;1
12,81;5,76;101,56;Нет;Бюджетный;CC;79;Женский;Женат;0;50530,8;1
27,5;0;6,15;Да;Бюджетный;Auto;56;Женский;Женат;1;87302,6;1
11,83;1,21;50,94;Нет;Бесплатный;CC;86;Женский;Женат;0;31242,1;1
0;0;0,58;Да;Бюджетный;CC;78;Женский;Женат;2;62685;1
9,67;0;38,21;Нет;Бесплатный;Auto;22;Женский;Женат;1;58462,3;0
12,87;0;92,85;Нет;Бесплатный;CC;29;Мужской;Одинокий;2;35235,9;1
28,43;0;84,11;Нет;Бесплатный;CC;48;Женский;Одинокий;0;76142;0
18,45;0;65,57;Нет;Бесплатный;CH;38;Женский;Женат;1;50290,7;0
11,26;0;83,64;Да;Бюджетный;CH;73;Женский;Одинокий;2;85184,6;1
15,86;0;27,32;Нет;Бюджетный;Auto;72;Женский;Одинокий;1;78796;1
27,01;7,55;45,37;Нет;Бесплатный;CC;92;Мужской;Одинокий;1;57904,4;1
21,47;0;7,81;Да;Бюджетный;Auto;23;Женский;Женат;2;70032,2;0
23,81;1,72;29,78;Да;Бесплатный;CC;35;Мужской;Женат;2;86549,5;1
13,25;0;79,94;Нет;Бесплатный;CC;32;Мужской;Одинокий;1;54164,9;0
0;0;3,82;Да;Бесплатный;CC;19;Женский;Одинокий;1;44566,6;1
24,15;0;10,48;Да;Бюджетный;CC;38;Женский;Женат;0;17499,2;0
29,92;0;8,8;Да;Бюджетный;CH;60;Женский;Одинокий;0;93322,1;0
11,91;0;134,4;Нет;Бесплатный;CC;57;Мужской;Одинокий;2;91136,2;0
28,92;0;28,71;Нет;Бюджетный;Auto;76;Мужской;Женат;2;24855,7;0
13,12;0;43,96;Нет;Бюджетный;CC;75;Женский;Женат;0;16814,1;0
11,74;0;38,33;Нет;Бюджетный;CC;64;Женский;Женат;0;6528,38;1
24,64;0;5,49;Нет;Бюджетный;CC;96;Мужской;Женат;0;61550,6;0
21,44;0;79,96;Да;Бюджетный;CH;33;Женский;Женат;2;68203,8;0
15,28;1,84;49,51;Нет;Бюджетный;Auto;77;Мужской;Одинокий;0;81875,8;0
2,86;0;75,73;Нет;Бюджетный;Auto;48;Женский;Женат;0;98129;1
1,11;0;115,61;Нет;Бесплатный;CC;94;Женский;Одинокий;1;91346,9;0
13,7;0;74,18;Нет;Бюджетный;CH;90;Женский;Одинокий;2;97445,2;1
17,13;0;12,34;Нет;Бюджетный;CC;82;Женский;Женат;1;49453,8;0
5,5;4,51;42,64;Нет;Бюджетный;Auto;94;Мужской;Женат;0;83876,4;1
24,77;0;20,08;Да;Бесплатный;CH;92;Женский;Женат;1;77129,1;1
6,3;0;60,52;Нет;Бюджетный;CC;46;Мужской;Одинокий;1;55634,8;0
15,93;2,21;73,07;Да;Бюджетный;Auto;68;Женский;Женат;0;73728,3;1
5,19;0;30;Нет;Бесплатный;CC;90;Женский;Женат;1;41416,8;1
22,29;6,46;15,87;Да;Бюджетный;Auto;80;Женский;Женат;1;26609,9;1
3,99;0,1;53,69;Нет;Бесплатный;CH;78;Женский;Женат;0;50290,7;0
24,3;0;64,84;Нет;Бесплатный;CH;60;Мужской;Одинокий;0;3184,42;0
25,23;0,94;65,51;Да;Бюджетный;CC;47;Женский;Женат;1;7071,46;1
0;0;1,86;Нет;Бюджетный;CH;63;Мужской;Одинокий;0;37120;1
19,47;0;7,44;Да;Бесплатный;CH;63;Мужской;Женат;1;81686,6;0
23,18;5,53;72,96;Нет;Бюджетный;CC;32;Мужской;Женат;0;54430,2;1
13,1;0;33,7;Да;Бюджетный;CC;65;Женский;Женат;1;62751,3;1
0;0;4,3;Нет;Бюджетный;CC;87;Женский;Одинокий;0;21744,9;1
21,08;9,42;6,38;Да;Бюджетный;CH;55;Мужской;Одинокий;2;50050,5;1
0;0;1,84;Да;Бюджетный;CC;43;Женский;Женат;0;85205,1;1
6,67;0;77,25;Нет;Бесплатный;Auto;54;Мужской;Женат;2;11676,2;0
4,98;0;84,61;Нет;Бесплатный;CC;76;Мужской;Женат;2;23536;0
0;0;3,63;Нет;Бесплатный;Auto;70;Мужской;Женат;1;17819,9;1
2,31;8,82;8,5;Нет;Бесплатный;CH;96;Мужской;Женат;2;95184,9;1
14,64;0;11,21;Нет;Бюджетный;CC;48;Женский;Женат;2;85246,6;1
