Customer Lifetime Value;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
2336.286633;21564;61;11;61;0;1;0
2254.931708;0;65;0;51;0;1;0
6376.754915;27835;81;18;46;0;3;0
2941.828805;64431;74;19;49;0;1;0
6199.962422;0;84;31;61;0;3;0
6846.150323;0;95;13;20;0;5;1
14032.59376;0;191;14;94;1;8;0
17569.15979;41463;74;2;78;0;2;0
2448.859093;0;68;35;52;0;1;0
3857.770745;0;110;20;62;0;1;0
4558.972934;37709;116;19;39;0;1;0
16710.83929;73049;139;3;42;0;2;0
3554.845264;58557;88;4;83;0;1;1
4671.416683;0;66;7;66;0;9;0
2909.547713;88944;72;24;36;0;1;0
13411.31102;26140;112;11;50;0;2;0
4574.924641;32906;115;18;17;0;1;0
2771.045031;50071;71;3;32;0;1;1
8038.949652;71982;103;29;37;0;4;0
5143.647642;58443;65;24;71;0;6;0
5032.386371;30735;63;4;43;0;7;0
26197.41498;18495;113;10;15;0;2;1
4894.986713;67436;61;6;28;0;4;0
3193.459822;52653;81;19;42;0;1;0
5096.673223;22886;65;9;81;0;3;1
7706.956035;0;73;3;33;0;2;0
3339.299496;38821;87;14;64;0;1;0
9575.357152;0;134;13;11;0;6;0
3557.196138;39075;89;22;50;0;1;0
3587.359906;16049;93;3;8;0;1;0
2360.601748;0;65;14;5;0;1;0
3023.887488;28383;81;11;20;0;1;0
10926.69497;29418;274;23;31;0;1;0
5325.724541;0;73;17;44;0;7;1
9915.90229;30604;131;35;76;2;3;0
5017.610845;91804;62;18;32;0;9;0
8625.836992;50446;74;28;50;4;2;0
8432.519368;87728;70;24;65;0;2;0
2642.932059;58729;68;2;67;2;1;0
3097.915845;0;89;16;59;0;1;0
19837.30548;0;67;22;0;1;2;0
2869.743883;21234;73;8;23;0;1;0
4927.068115;0;73;30;29;0;3;0
4285.575678;47823;108;26;71;0;1;0
8874.551335;84731;110;11;32;1;7;0
2578.835541;59974;65;23;5;0;1;0
6920.999642;67534;87;2;55;2;5;0
2349.957291;0;70;21;5;0;1;0
4027.703503;27782;103;20;54;0;1;0
8481.310791;67197;74;29;18;3;2;0
5191.446028;86451;65;0;99;0;3;0
3572.49065;56768;92;11;57;0;1;0
4869.240839;55593;61;13;52;0;3;0
10395.70939;0;95;22;59;0;2;0
5297.918924;66203;66;15;38;0;8;0
8750.710415;25806;110;20;43;0;5;0
14941.90379;22978;190;8;53;0;4;0
6503.397049;22081;84;1;9;0;6;1
10110.96161;96506;124;4;22;0;3;0
6459.640843;23235;82;32;46;0;3;0
2769.252177;40506;70;14;98;0;1;0
6778.84457;0;96;2;84;0;9;0
4492.518464;0;65;8;81;0;3;0
5733.213979;79955;71;10;5;0;6;0
3230.576665;62873;81;0;41;0;1;1
6314.492009;66947;78;13;12;0;6;0
6013.73829;25646;83;14;92;1;3;0
2180.084066;0;64;14;96;0;1;0
20096.89337;92766;71;17;15;0;2;1
5568.947534;0;79;21;53;1;7;1
51426.24815;84650;185;13;39;3;2;0
8079.833042;13050;102;1;77;0;6;0
2674.730716;56342;69;12;89;0;1;1
12421.86213;58781;106;31;37;0;2;0
2311.118403;0;68;0;45;0;1;0
10255.80275;0;102;17;77;0;2;0
22103.5072;0;102;35;48;0;2;1
2962.982516;71809;74;14;3;0;1;0
5764.862315;40238;73;17;88;1;9;0
4700.421406;0;70;2;33;0;9;0
4669.22664;76157;116;15;80;0;1;1
5384.015304;30514;72;3;87;2;6;0
7505.768149;44485;62;5;74;0;2;0
10551.1476;50941;69;17;46;0;2;0
25900.19716;53105;110;6;65;0;2;0
51016.06704;25167;140;3;76;0;2;0
3575.04124;30244;92;11;72;0;1;0
11638.89947;25370;102;10;77;0;2;1
14050.17358;0;73;8;71;1;2;0
2379.825871;69202;61;33;12;0;1;0
5460.373249;31530;69;24;47;1;3;0
6269.592055;61040;78;21;9;0;9;0
8709.847614;85185;107;26;91;0;5;0
5024.777578;78772;62;9;47;0;8;0
12515.18061;0;63;35;15;0;2;0
22325.82746;99241;70;22;27;0;2;0
3059.056323;0;83;29;52;0;1;0
6698.974274;21114;180;7;59;0;1;0
5479.555081;56005;68;31;30;1;3;1
2472.469209;63860;62;26;81;0;1;1
58207.12842;29295;219;25;50;0;2;0
3430.316936;54339;86;10;52;0;1;0
2396.219292;0;66;6;71;2;1;1
5964.345179;98078;73;5;79;0;6;0
2605.599527;20592;71;15;81;1;1;0
4758.19231;72805;62;13;34;4;3;0
5154.051492;55645;129;23;33;0;1;0
2805.176489;98859;70;3;57;0;1;0
4250.282624;0;61;17;1;1;7;1
7247.736708;23541;62;12;38;0;2;0
5008.789971;0;73;4;0;0;8;0
5821.787383;60087;74;21;23;0;3;0
18898.32653;0;132;23;33;0;2;0
4756.913057;48938;121;23;20;0;1;0
8083.917906;31506;102;23;50;0;8;0
7417.406267;67454;185;3;71;0;1;0
2538.62632;18608;71;13;24;0;1;1
2432.958093;28519;61;9;94;0;1;0
4170.687348;29462;107;28;23;1;1;1
2489.662064;0;74;3;64;0;1;0
3758.950734;58300;94;25;55;0;1;0
42389.00791;82554;132;6;15;0;2;0
29830.38714;0;102;10;85;0;2;0
26134.90739;0;111;1;72;0;2;0
2453.570794;29735;69;3;92;0;1;1
2855.925747;50738;71;11;48;0;1;0
5771.610372;65709;72;33;77;0;3;0
8098.51111;0;123;22;25;0;6;0
3432.961074;0;95;16;28;0;1;0
9408.343519;0;85;11;27;0;2;0
5595.971365;19651;72;3;68;0;5;0
7260.833833;0;72;18;25;0;2;0
13438.04189;69693;112;34;62;1;2;0
7324.285428;0;104;10;74;0;7;0
2357.801509;0;65;5;59;1;1;0
2671.295549;45525;66;1;41;0;1;0
2938.814981;96765;72;28;61;0;1;0
4911.002585;32903;64;4;41;3;3;0
5498.940679;22520;73;17;64;0;3;1
4757.242856;67486;118;3;26;0;1;0
2926.886293;92381;72;24;27;0;1;0
8509.850887;26057;74;3;63;0;2;1
9928.986032;75716;247;2;32;0;1;0
10089.79095;63657;128;1;26;0;7;0
5073.282126;57709;125;10;26;0;1;1
16301.9676;19614;85;21;32;0;2;1
3360.269641;75216;84;23;39;1;1;0
7907.133288;24666;101;32;51;0;3;0
28328.46548;20799;111;20;28;0;2;0
4467.705159;0;64;10;34;0;4;0
9035.671134;34337;113;20;44;0;9;1
5364.469352;53562;135;24;35;0;1;0
2706.606128;22664;73;0;8;0;1;0
6167.854162;27289;158;4;78;2;1;0
2476.046413;54831;61;7;45;0;1;0
3056.990764;78310;76;4;24;0;1;0
5217.513287;39854;66;6;4;0;7;1
6744.190752;0;90;3;74;0;4;0
15739.92367;48096;131;10;3;0;2;0
7153.671737;59522;89;0;8;0;3;0
8263.482214;0;79;11;45;1;2;0
3142.739611;43285;83;35;77;0;1;0
2691.596929;33104;70;10;23;1;1;0
2500.837384;56172;64;0;74;0;1;0
3728.873486;83632;94;7;86;4;1;0
2937.165583;0;81;16;69;0;1;0
10391.78109;81439;90;25;40;1;2;0
2994.351694;55911;74;7;40;0;1;0
14203.6226;90456;71;26;40;0;2;0
4490.549093;0;64;13;11;0;3;0
10963.95723;55687;276;33;91;0;1;1
3508.569533;20978;98;19;96;1;1;1
4942.873707;82093;62;17;3;0;3;0
6218.662593;51944;156;12;96;0;1;0
6156.363979;78824;77;10;12;0;6;0
21423.63723;0;65;9;31;0;2;1
5926.729379;23091;96;28;90;5;5;1
10295.46521;24723;129;20;0;0;5;0
2710.811423;31998;69;31;70;0;1;0
3363.004143;80138;83;3;33;0;1;0
3122.984111;72916;80;25;72;0;1;0
6220.765007;0;65;5;63;2;2;0
3455.17183;0;91;16;63;0;1;0
11855.13545;0;170;10;74;0;5;0
7163.796624;44527;94;20;91;2;5;0
3157.551595;46655;82;27;20;0;1;0
8336.08382;0;67;10;50;2;2;0
5809.261551;26975;73;14;59;0;5;0
10016.28847;62900;62;3;12;0;2;0
4914.731004;14232;64;13;1;0;5;0
2750.540853;34200;70;27;15;0;1;0
5677.309793;0;77;13;57;0;9;0
2393.1169;22981;69;30;8;0;1;0
8126.766397;14616;107;22;73;0;3;0
2774.799523;0;74;4;30;0;1;0
4300.901435;88590;107;0;57;0;1;0
5221.14469;60445;65;8;53;0;8;0
12383.5306;40602;105;14;84;0;2;0
7680.748159;66795;64;14;71;0;2;0
4014.453113;37384;99;9;17;0;1;1
4250.282624;0;61;17;1;1;7;1
4624.557568;28264;61;22;12;4;6;0
27789.69235;33806;89;32;59;0;2;1
7345.897176;79980;91;22;75;0;3;0
5323.866117;64706;135;0;30;0;1;0
4426.096934;29660;112;29;71;0;1;0
6852.36423;26313;87;6;77;0;7;0
3534.337809;19861;93;27;21;0;1;0
4349.30875;75648;108;28;10;0;1;1
29676.81386;33992;194;15;46;1;2;0
24238.66071;0;109;19;49;2;2;0
11638.89947;25370;102;10;77;0;2;1
13559.39395;98036;113;18;92;0;2;0
4282.947971;40864;109;16;70;1;1;1
9144.856285;21150;116;8;1;0;4;0
7434.270631;49057;63;16;52;0;2;0
6159.011684;97658;76;7;82;1;3;0
3883.398053;0;109;10;70;0;1;0
10622.51656;25634;67;12;53;0;2;0
5257.241485;56154;67;6;26;0;4;0
4881.394894;90892;61;1;31;0;6;0
13197.92893;0;68;19;2;3;2;1
5334.183231;72960;68;11;17;1;5;0
4965.491316;0;73;4;71;1;8;0
5470.060561;54507;138;20;11;0;1;1
3713.790822;81190;92;9;87;0;1;0
2894.583582;28204;73;6;12;0;1;0
1940.981221;0;66;5;40;3;1;0
2647.204207;26441;66;32;20;0;1;0
5461.967787;42650;69;10;92;0;5;0
2661.82351;29195;68;2;46;0;1;0
2397.036098;22283;65;16;93;0;1;1
4567.874448;15383;61;10;36;0;4;0
5534.569714;16101;74;16;10;0;3;0
6057.07208;27681;83;13;62;0;9;1
10656.88195;72540;88;7;3;0;2;1
13798.47871;42780;181;11;43;2;5;0
18060.47947;57882;115;1;61;0;2;0
2690.477161;60060;67;24;12;0;1;0
7409.083969;61160;96;2;71;0;3;0
4991.535369;93416;62;5;16;0;6;0
4434.028141;83220;110;9;42;0;1;0
14748.92373;31226;93;31;68;0;2;0
4916.373221;66982;121;12;13;0;1;0
12495.73971;0;61;32;85;0;2;0
12877.7765;0;117;8;89;0;2;0
6775.924167;27354;86;2;13;1;7;0
7540.911474;61726;96;33;30;2;4;0
5989.773931;66839;154;33;24;0;1;1
9171.000967;60433;77;0;64;0;2;0
21528.56723;11538;82;35;22;0;2;0
2675.569927;67837;69;19;17;4;1;0
9246.223462;40032;118;1;50;2;7;0
4860.580033;41126;61;28;89;0;8;0
2471.145145;65176;62;24;32;0;1;0
2760.954751;34717;70;7;33;2;1;0
4270.034394;0;122;27;2;0;1;1
3136.082008;0;89;15;83;0;1;0
7755.209719;0;110;7;90;0;5;0
4927.707574;0;67;29;40;0;9;0
6661.744145;0;95;6;99;0;5;0
6529.911496;44379;83;10;12;1;8;0
3293.245706;0;94;3;40;0;1;0
5154.764074;82730;127;13;31;0;1;0
5597.12496;37995;139;16;50;0;1;1
20766.66918;0;73;9;28;2;2;0
5423.136755;85018;68;22;54;3;6;0
5553.362689;0;89;1;84;1;4;0
5504.139033;0;73;18;45;0;5;1
12663.99057;72109;105;31;34;0;2;0
5548.031892;67798;69;1;78;0;9;1
4389.945709;0;118;10;69;1;1;0
2604.84712;0;74;19;50;0;1;0
2918.576189;80714;72;18;12;0;1;0
2487.649473;38667;63;9;21;0;1;0
9082.833891;34430;117;16;51;0;8;0
5557.934118;83576;69;35;72;0;5;0
5107.163002;35625;65;10;56;1;3;1
5570.21583;85718;139;4;98;1;1;0
5595.389905;74454;71;25;29;0;3;1
11243.90285;66146;96;2;38;0;2;0
6113.869984;0;88;18;7;0;5;0
5271.372558;13215;74;30;17;1;3;0
2746.921502;62302;70;7;7;0;1;0
4729.970205;0;124;13;31;0;1;0
8879.790017;52583;113;12;59;0;7;1
3106.48254;22076;85;30;53;0;1;0
5860.16743;94527;73;16;32;0;3;0
9035.671134;34337;113;20;44;0;9;1
7256.576235;29053;181;34;52;0;1;0
14428.86926;0;68;2;82;0;2;0
2787.501453;62506;69;3;90;0;1;0
4845.002948;0;65;7;14;0;6;0
5460.315095;45404;70;13;11;2;6;0
26511.60445;28773;229;14;72;0;2;0
3141.333694;24019;79;14;27;0;1;0
2545.056879;0;71;6;65;0;1;0
8355.958185;23666;104;7;76;0;9;0
3837.492458;36794;99;0;75;0;1;0
2534.990075;25163;67;32;18;0;1;0
5762.472144;66156;72;11;66;0;6;0
15936.5764;0;76;7;84;0;2;0
12552.64705;10147;67;15;52;0;2;0
2352.3679;0;64;4;61;0;1;0
4935.642812;95765;61;14;80;0;3;0
5356.137712;60752;67;4;19;0;7;0
3740.404374;0;104;27;13;1;1;0
2489.387507;31058;67;5;19;5;1;0
7188.292633;13542;94;5;35;0;8;0
35022.45478;25270;99;34;87;0;2;0
2661.729688;24152;72;17;28;2;1;0
12200.78537;60282;102;23;87;0;2;0
29006.67071;40252;104;12;60;0;2;0
3873.647046;28142;105;18;50;0;1;1
2471.528431;95697;61;16;55;0;1;1
2688.860687;89771;67;10;9;2;1;0
2551.226692;79751;63;15;67;0;1;1
4949.525372;0;69;27;56;0;7;0
6143.898219;45032;77;13;35;0;3;0
8837.334639;62277;113;9;68;0;8;0
9517.07801;0;87;13;76;0;2;0
2879.63179;40525;73;3;27;0;1;0
2805.098562;26004;70;12;3;0;1;0
6045.625114;82399;77;18;15;3;9;0
5246.278375;28909;66;15;66;0;8;1
4772.931526;15323;128;30;61;0;1;0
3867.965986;79628;98;6;4;0;1;0
3383.445647;0;97;23;38;0;1;0
9521.222806;27769;121;24;78;0;6;0
7614.669735;16707;102;9;74;0;8;0
11308.47178;0;66;4;83;0;2;0
3350.687339;94395;83;23;1;0;1;0
2683.492593;84895;67;24;19;0;1;0
42561.63183;66661;119;23;41;0;2;0
2086.610957;0;62;26;30;0;1;0
4868.807554;31447;121;12;16;0;1;0
5021.150845;61987;125;24;4;0;1;0
3671.818326;42460;91;28;42;0;1;0
5253.487908;12811;150;27;0;2;1;0
12036.62051;44428;104;17;61;0;2;1
3508.92537;0;97;19;18;0;1;0
3818.468252;25221;103;10;41;5;1;0
2570.433324;44940;65;1;67;0;1;0
2846.171869;39192;71;7;11;0;1;0
7292.397562;0;68;6;50;0;2;0
10581.275;42513;133;0;44;0;3;0
23144.1327;59821;193;12;6;0;2;0
4605.036646;22571;63;29;51;0;9;1
3939.00637;60021;99;12;28;0;1;1
8104.43256;58172;67;8;62;0;2;0
4165.252177;58299;105;24;22;1;1;0
14065.30235;25275;61;5;80;0;2;0
21991.61598;80807;109;1;73;0;2;0
7590.913301;52348;65;33;18;1;2;0
8018.503854;58843;68;1;96;0;2;0
3554.845264;58557;88;4;83;0;1;1
3945.588049;0;105;2;54;0;1;0
2915.614781;86599;73;32;89;0;1;0
5554.826011;52984;69;12;81;0;5;0
5329.128301;0;72;18;39;0;4;0
5502.726803;0;72;33;39;0;7;0
7606.70898;47778;96;2;81;0;7;0
27789.69235;33806;89;32;59;0;2;1
5971.313496;52018;78;17;37;3;7;0
2248.449633;24910;63;7;63;1;1;1
10745.97948;39135;91;8;56;0;2;0
7223.689647;0;97;31;58;0;3;0
9384.475767;0;133;7;42;0;4;0
5709.225202;0;78;32;66;0;5;0
4983.897914;28726;65;13;88;0;3;0
13561.4335;0;122;9;48;0;2;0
7218.375778;45356;90;31;30;0;3;0
5160.251878;87050;129;1;75;0;1;0
13115.40751;20705;171;8;12;1;3;0
29874.74493;52651;94;34;20;0;2;0
20237.15039;55270;63;35;67;0;2;0
2580.849899;46900;66;13;59;0;1;1
39561.07502;60500;110;27;92;0;2;0
8186.095915;43877;102;26;77;0;4;0
4767.687852;0;72;2;12;0;9;0
8474.634723;58488;73;29;15;2;2;0
4723.449803;29193;61;0;47;3;9;0
10484.91535;61108;89;22;93;0;2;1
3304.758268;23931;95;4;24;0;1;0
5002.093264;0;70;35;56;0;3;0
7607.001877;0;104;3;62;0;3;0
2802.621642;34628;71;21;31;0;1;0
7455.361568;74089;94;13;89;2;7;0
21766.83059;0;290;11;18;0;5;0
7316.650059;30493;62;15;56;1;2;0
7443.83286;89285;93;17;11;0;4;0
3086.722253;92147;77;25;27;2;1;0
6727.617003;39428;84;19;80;2;8;0
20266.49877;21542;103;18;37;0;2;0
5264.642009;0;72;30;26;0;8;0
8564.772996;23506;113;0;27;0;9;0
8086.011196;70811;100;14;8;0;7;0
4705.589393;0;78;21;23;3;3;0
4273.587765;82214;106;11;19;1;1;0
5908.7518;71401;73;15;82;0;3;0
41787.90343;46587;119;34;74;2;2;1
10633.50496;80046;132;4;42;0;4;0
5450.573438;76389;68;5;86;0;7;0
7035.763363;77235;87;2;68;0;5;0
8203.221246;38595;74;5;42;3;2;0
8714.922135;0;118;14;64;0;4;1
3352.943699;55359;83;28;73;0;1;0
5017.851448;79814;62;18;50;0;3;0
2753.159194;75277;70;2;48;3;1;0
2619.337376;78618;66;7;56;0;1;1
4867.378203;20123;63;7;47;0;3;0
3061.799398;88362;78;9;63;0;1;0
3545.413177;0;116;23;14;3;1;0
3259.885006;52782;85;20;61;4;1;0
5095.439821;0;137;19;30;0;1;0
2397.036098;22283;65;16;93;0;1;1
7427.501786;28848;96;22;54;0;7;0
2510.633216;0;64;24;1;0;1;0
2637.602689;54378;66;16;30;0;1;0
4969.35768;21827;67;18;53;0;8;0
34611.37896;20090;109;10;59;0;2;1
11618.55713;27750;297;28;25;1;1;0
4762.591249;57135;61;25;47;0;8;0
4879.442929;58580;61;5;53;0;3;0
4330.38602;60475;107;9;18;0;1;1
9095.049868;37937;116;11;42;0;5;1
5524.310373;70360;69;0;66;0;8;0
11836.29699;0;119;9;74;0;2;0
2588.080213;47509;66;28;73;0;1;0
7176.591051;27071;183;1;85;0;1;0
27890.0576;46546;99;9;64;0;2;0
7280.300642;32627;67;14;53;4;2;0
2152.081322;0;65;8;50;0;1;0
4334.210791;0;116;6;87;0;1;0
8630.696198;0;122;19;72;2;3;0
4766.940473;29177;64;5;20;2;5;0
10439.49667;88233;88;32;22;0;2;0
3747.060981;0;107;17;81;0;1;0
6617.139741;0;195;20;61;0;1;0
3821.819872;79189;95;20;50;0;1;0
2863.04871;41077;71;3;14;0;1;0
9420.965855;47048;118;0;37;0;3;0
8767.626534;45484;111;31;28;0;8;0
4571.610619;79453;115;11;47;0;1;0
14514.00519;88753;181;6;21;0;3;0
2588.435037;0;74;7;63;0;1;0
6243.089247;73945;78;21;76;0;8;0
2719.506996;14030;72;11;3;0;1;1
2719.260911;81799;68;23;97;0;1;0
4803.777507;23634;62;4;25;0;9;0
2856.948797;0;78;26;14;0;1;0
5169.558551;56334;65;35;72;0;3;0
4082.704584;23206;107;31;60;0;1;0
2959.950094;28140;85;23;5;0;1;0
16468.22079;0;63;4;52;0;2;1
12779.06199;0;88;16;8;0;2;0
12168.74492;14973;115;2;75;0;2;0
6240.664762;0;87;31;9;0;9;0
5442.744248;25884;69;18;36;3;9;0
3551.792574;11607;96;19;38;0;1;0
24138.05975;53691;67;13;48;0;2;0
15415.04407;89464;194;17;40;1;3;0
5517.199137;60596;71;20;78;4;3;0
13448.80973;43720;117;5;90;1;2;0
6689.022728;56980;84;33;70;0;7;0
7222.850848;0;68;5;36;0;2;0
4311.416903;0;67;0;71;1;3;0
4376.363592;63774;111;18;63;0;1;0
10506.93706;61650;88;8;2;0;2;0
8667.090494;31354;109;11;23;0;9;0
5938.511892;44190;74;17;40;0;3;0
15277.47796;38183;191;21;14;0;8;0
2551.226692;79751;63;15;67;0;1;0
4191.06163;0;64;3;53;1;7;0
8161.1704;12266;114;25;36;1;3;0
2784.969185;61807;70;0;96;0;1;0
10083.48688;11828;90;18;84;0;2;0
19363.52743;49945;70;21;65;0;2;0
7154.094304;28204;182;30;84;0;1;0
8779.090552;54726;219;30;69;0;1;0
2731.39917;43386;68;13;79;0;1;0
7429.079194;0;101;6;43;0;9;0
2616.613903;72302;66;6;27;0;1;0
8044.872393;71391;67;29;39;0;2;0
2534.306443;21606;71;21;22;3;1;0
10014.02955;74489;124;11;36;0;3;0
4745.181764;50549;61;2;73;0;7;0
14040.96476;0;195;9;33;1;5;0
14635.45158;0;139;5;56;0;2;0
3885.456401;0;105;3;92;0;1;0
5107.163002;35625;65;10;56;1;3;0
9384.654502;25370;116;21;64;0;3;0
5007.672425;51523;62;31;0;0;3;0
49423.79557;85058;137;34;82;0;2;0
8558.927723;0;125;10;43;0;9;0
4892.628631;27005;61;10;72;0;7;0
5365.93282;62808;66;33;37;0;4;0
5163.838813;88692;64;29;26;0;5;0
38055.20953;0;115;21;78;0;2;0
7403.447336;19064;98;23;35;1;7;0
6051.637445;0;88;16;80;0;6;0
7229.329257;60345;93;22;10;0;5;0
3300.607083;59592;84;8;49;0;1;0
5505.167392;15648;73;29;68;1;5;0
4334.064096;23904;123;1;67;3;1;1
4349.104278;90893;110;33;0;0;1;0
4882.073243;0;66;18;66;0;6;0
10114.98621;74001;84;16;0;0;2;0
5259.709581;28447;67;20;99;0;3;0
4013.945512;56586;100;33;86;0;1;0
6285.019179;0;172;5;33;0;1;0
4518.782768;19186;62;10;34;0;5;0
17738.2012;65348;110;35;58;0;2;0
6265.343299;0;84;18;25;1;4;1
12168.64405;0;109;28;96;0;2;0
3618.432755;0;99;0;71;0;1;0
6474.826466;0;91;21;23;0;3;0
5575.198201;18892;73;33;76;0;5;0
32144.64957;19066;103;5;61;0;2;0
8223.164916;95102;101;6;73;0;8;0
7462.926263;70263;93;30;66;0;5;1
9031.214859;0;122;15;47;0;9;1
7028.940001;18120;63;34;90;4;2;0
7406.882612;38169;62;18;82;0;2;0
7582.113842;64801;64;23;19;0;2;1
10719.08467;86036;90;8;20;3;2;0
3721.390713;0;101;16;59;0;1;0
3528.044252;31278;92;24;95;4;1;1
17085.41462;20053;62;2;24;1;2;0
11955.39598;71587;99;1;74;0;2;0
6366.225775;44368;80;5;72;0;3;1
4669.22664;76157;116;15;80;0;1;1
9100.731403;59183;113;11;91;0;5;0
14663.19646;91015;73;31;30;1;2;0
7529.863445;52774;66;16;26;4;2;0
2647.519741;37876;69;13;15;0;1;0
8072.245595;57938;101;6;36;0;3;0
7644.684144;26526;99;0;86;0;3;0
2485.109896;76608;62;2;2;0;1;0
13144.49101;0;194;23;34;0;7;0
3129.110699;48056;78;15;92;0;1;0
8349.523082;45428;109;2;46;1;3;0
3241.588659;89196;81;17;52;0;1;0
6925.182046;88893;86;5;63;0;9;0
5098.854489;0;97;20;9;4;7;0
2885.407442;92722;72;34;45;1;1;0
5979.724161;57693;76;16;56;0;3;0
5416.413581;53249;67;32;10;0;3;0
2345.129694;26304;63;22;93;0;1;0
12556.95366;0;70;34;10;0;2;0
2839.298304;71460;74;11;77;5;1;0
5595.389905;74454;71;25;29;0;3;0
3979.718986;96413;99;3;78;0;1;0
10925.82157;98542;90;1;93;0;2;0
5669.974517;43416;70;7;99;0;5;0
5168.152276;81182;64;3;45;0;8;0
2760.476712;79065;69;13;24;0;1;0
10382.50368;11721;102;2;56;2;2;0
3816.408655;82414;95;10;85;0;1;0
11172.49931;14533;63;4;20;0;2;0
2456.816127;0;73;15;59;0;1;0
7480.713618;52513;65;0;76;3;2;0
2659.70565;0;87;4;4;3;1;0
4626.801093;79487;114;20;87;0;1;0
12157.32992;57449;103;6;28;0;2;0
4792.509792;20181;66;8;66;2;3;0
2821.352024;73339;71;0;61;0;1;0
17441.6378;80969;217;1;80;0;3;0
4202.663699;74057;105;12;75;1;1;0
7851.349465;32225;66;23;90;0;2;0
8932.317753;60909;112;8;94;0;5;0
5059.987477;70999;63;5;70;0;3;0
11196.01927;75457;93;0;79;0;2;0
4430.572112;24059;112;31;17;0;1;0
10330.43794;56480;87;13;62;0;2;0
9918.69966;37586;63;29;90;0;2;0
5876.373894;97026;73;30;66;0;3;0
2734.439188;54010;69;5;89;0;1;0
3694.14876;87485;92;12;57;0;1;0
9521.676094;74583;118;31;20;0;4;0
4377.532789;0;64;25;25;0;8;0
6431.736287;21238;95;11;38;4;4;0
6722.701247;0;93;8;48;0;8;0
2397.036098;22283;65;16;93;0;1;0
2393.813375;58237;63;34;22;3;1;0
2359.423599;19864;63;22;96;0;1;0
4080.81891;57283;106;9;85;1;1;0
26999.68099;0;104;33;19;0;2;0
10914.20446;71656;137;3;88;0;8;0
3445.86241;0;94;33;95;0;1;0
6625.28717;41460;83;1;54;0;4;0
20067.40315;85165;101;8;81;0;2;0
3871.778009;0;111;10;75;0;1;0
4171.300175;36723;106;13;18;1;1;0
6689.022728;56980;84;33;70;0;7;0
9009.219409;32260;113;8;99;0;4;0
4974.801539;75644;65;5;68;3;9;0
2506.197852;92056;62;21;1;0;1;0
4967.544169;28524;62;26;45;0;9;0
1918.1197;0;61;2;54;2;1;0
3146.037899;28089;82;11;72;1;1;0
5963.174005;87020;74;6;84;0;8;0
2860.747385;27907;74;3;38;1;1;0
2857.11061;91811;70;1;85;0;1;0
7630.346461;0;111;21;20;0;8;0
5715.787663;69451;72;3;93;0;5;0
5113.899098;92427;64;2;48;2;3;0
5070.227097;0;69;8;24;0;6;0
12036.62051;44428;104;17;61;0;2;0
8679.79601;55842;109;4;26;0;3;0
4911.458509;52796;62;6;17;0;3;0
17429.87777;41775;109;11;80;0;2;0
2396.219292;0;66;6;71;2;1;0
5671.927479;34974;71;7;36;0;3;0
14413.37774;56457;73;27;68;0;2;0
5217.513287;39854;66;6;4;0;7;0
2363.295991;27839;65;20;54;5;1;0
4655.605831;88240;117;3;94;0;1;0
35692.17157;0;102;10;90;0;2;0
10248.89802;52693;129;1;0;0;5;0
6897.505859;65337;173;9;22;1;1;0
5010.37931;64014;63;26;27;0;7;0
4250.282624;0;61;17;1;1;7;0
10208.92761;35482;129;21;59;0;3;0
4961.574919;20951;65;2;50;0;5;0
4476.81416;0;62;22;46;0;3;0
2755.221411;39393;70;24;56;1;1;0
8271.906799;62912;69;9;89;0;2;0
5927.389227;33561;152;6;30;0;1;0
8548.30415;53055;112;30;30;2;3;0
21283.6362;0;63;24;89;0;2;0
6446.706674;55037;80;20;88;1;8;0
4484.254754;0;65;22;44;0;8;0
30286.68586;27587;103;14;34;1;2;0
13840.16012;29658;119;20;66;0;2;0
5391.775844;63633;68;16;21;1;8;0
3847.352801;23459;96;17;19;0;1;0
6369.262355;34498;83;30;72;0;7;0
5316.7566;28559;66;5;1;0;5;0
5124.218174;73740;64;23;3;0;3;0
4151.551337;0;125;23;64;0;1;0
2594.905944;25925;72;5;85;3;1;0
5763.265424;31725;76;31;9;0;5;0
18370.57004;49659;234;31;15;0;9;0
21923.12272;81197;109;2;42;0;2;0
10546.65545;43922;88;26;88;0;2;0
8388.717011;87123;69;13;87;0;2;0
7188.607263;0;66;15;24;0;2;0
3238.929524;68745;80;5;42;0;1;0
10960.93667;29815;95;35;18;0;2;0
2660.931663;53333;66;4;34;0;1;0
2004.350666;0;66;16;35;4;1;0
15483.52986;24661;196;6;28;0;7;0
8940.579278;95351;111;31;74;0;5;0
5083.789524;62088;64;6;28;2;4;0
9031.214859;0;122;15;47;0;9;0
32098.32209;31503;105;17;74;3;2;0
22332.43946;49078;97;10;3;0;2;1
8560.162384;28120;112;7;52;0;3;0
7714.623619;0;106;3;90;0;8;0
2936.993695;44369;77;7;35;3;1;0
5112.104787;15131;67;14;13;0;9;0
5119.901412;26890;65;28;37;0;4;0
2494.869528;45855;62;0;26;1;1;0
23594.6802;76358;66;25;3;0;2;1
5656.203464;45586;72;17;20;0;4;0
15673.13621;43267;78;8;10;0;2;0
8509.453945;0;82;15;20;0;2;0
6418.24871;46648;81;8;26;0;7;0
3055.70113;42406;77;15;49;0;1;0
5746.05593;50798;72;21;59;0;7;0
