TARGET;GEN_INDUSTRY;GEN_TITLE;ORG_TP_STATE;ORG_TP_FCAPITAL;JOB_DIR
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Пр-техн. обесп. и телеком.
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Служащий;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Металлургия/Промышленность/Машиностроение;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Некоммерческая организация;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Адм-хоз. и трансп. службы
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Торговля;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;;;;;
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Кадровая служба и секретариат
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;СМИ/Реклама/PR-агенства;Работник сферы услуг;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Руководитель низшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Государственная комп./учреж.;Без участия;Кадровая служба и секретариат
0;Торговля;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Коммунальное хоз-во/Дорожные службы;Руководитель низшего звена;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Государственная служба;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Транспорт;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Служащий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Юридическая служба
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
1;Другие сферы;Другое;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Строительство;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;СМИ/Реклама/PR-агенства;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Строительство;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Служащий;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Торговля;Специалист;Частная компания;Без участия;Служба безопасности
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Салоны красоты и здоровья;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Банк/Финансы;Специалист;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;;;;;
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Салоны красоты и здоровья;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;С участием;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Служба безопасности
0;Ресторанный бизнес/Общественное питание;Специалист;Частная компания;С участием;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Другие сферы;Работник сферы услуг;Индивидуальный предприниматель;Без участия;Снабжение и сбыт
0;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Строительство;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Образование;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Банк/Финансы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Служащий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Торговля;Специалист;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;СМИ/Реклама/PR-агенства;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Транспорт;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Служба безопасности
1;Торговля;Индивидуальный предприниматель;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;;;;;
1;Торговля;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Рабочий;Некоммерческая организация;Без участия;Участие в основ. деятельности
0;;;;;
0;Сельское хозяйство;Высококвалифиц. специалист;Частная компания;Без участия;Снабжение и сбыт
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Служба безопасности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Транспорт;Руководитель высшего звена;Частная компания;С участием;Участие в основ. деятельности
0;Образование;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Руководитель низшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Служащий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Высококвалифиц. специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Сельское хозяйство;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Индивидуальный предприниматель;Без участия;Снабжение и сбыт
0;Строительство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Строительство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Здравоохранение;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Сельское хозяйство;Рабочий;Частная компания;Без участия;Снабжение и сбыт
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Наука;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Образование;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Сельское хозяйство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Руководитель высшего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
1;Другие сферы;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;;;;;
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Транспорт;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Служащий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;;;;;
0;ЧОП/Детективная д-ть;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Банк/Финансы;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Ресторанный бизнес/Общественное питание;Специалист;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Металлургия/Промышленность/Машиностроение;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Нефтегазовая промышленность;Работник сферы услуг;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Государственная служба;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Служба безопасности
0;Торговля;Рабочий;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Развлечения/Искусство;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;;;;;
0;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Строительство;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
1;Государственная служба;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Бухгалтерия, финансы, планир.
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;ЧОП/Детективная д-ть;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Торговля;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Наука;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Высококвалифиц. специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Работник сферы услуг;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Ресторанный бизнес/Общественное питание;Руководитель среднего звена;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Частная компания;Без участия;Адм-хоз. и трансп. службы
0;Информационные услуги;Высококвалифиц. специалист;Частная компания;Без участия;Бухгалтерия, финансы, планир.
1;Транспорт;Другое;Индивидуальный предприниматель;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Коммунальное хоз-во/Дорожные службы;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Сельское хозяйство;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Банк/Финансы;Специалист;Государственная комп./учреж.;Без участия;Кадровая служба и секретариат
0;Наука;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Транспорт;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Другие сферы;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
1;Сельское хозяйство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Металлургия/Промышленность/Машиностроение;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Торговля;Специалист;Частная компания;Без участия;Вспомогательный техперсонал
1;Торговля;Руководитель высшего звена;Частная компания;Без участия;Участие в основ. деятельности
0;;;;;
0;Ресторанный бизнес/Общественное питание;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Государственная служба;Рабочий;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
1;Государственная служба;Военнослужащий по контракту;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;ЧОП/Детективная д-ть;Высококвалифиц. специалист;Частная компания;Без участия;Вспомогательный техперсонал
0;Торговля;Рабочий;Частная компания;Без участия;Участие в основ. деятельности
0;Здравоохранение;Специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Государственная служба;Высококвалифиц. специалист;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
0;Здравоохранение;Рабочий;Государственная комп./учреж.;Без участия;Вспомогательный техперсонал
0;Строительство;Специалист;Частная компания;Без участия;Участие в основ. деятельности
0;Другие сферы;Руководитель среднего звена;Государственная комп./учреж.;Без участия;Участие в основ. деятельности
