Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
0;99;16;20;0;1;0
15850;61;28;14;0;2;0
11167;73;0;99;3;1;0
21195;72;23;10;0;9;0
27430;68;25;12;0;4;0
0;63;21;78;0;7;0
0;119;9;8;0;3;1
59839;107;8;52;2;8;0
0;73;13;33;0;1;0
38166;67;25;5;1;1;0
0;95;14;78;0;9;0
13457;94;31;28;0;1;0
0;68;10;53;0;2;0
52721;136;34;29;0;1;0
22012;185;5;69;0;5;0
19864;63;22;96;0;1;1
55289;67;10;71;0;3;0
30449;92;23;47;0;3;0
27362;144;23;28;0;8;0
29460;72;3;18;0;5;0
0;94;23;34;0;2;0
42532;118;13;32;0;1;0
66707;61;19;24;0;8;0
68041;64;10;47;0;1;0
0;65;8;91;0;1;0
0;64;26;11;1;7;0
40968;97;29;53;1;1;0
39913;106;16;61;0;1;0
31710;62;5;29;0;1;0
0;73;35;52;3;5;1
89113;78;18;68;0;8;0
0;122;27;2;0;1;1
0;67;30;13;0;1;0
38688;249;22;6;0;3;0
0;110;19;87;4;3;0
0;127;18;97;0;2;0
28014;104;14;37;0;2;0
14170;109;9;10;0;1;0
64825;129;1;78;0;4;0
77357;67;24;38;0;8;0
21629;62;19;54;0;1;0
25927;103;6;20;0;1;1
44388;113;10;74;1;1;0
54539;63;5;74;0;2;0
17576;71;29;70;0;1;1
84629;90;19;17;0;5;0
24964;185;0;84;0;2;0
43573;66;30;64;0;5;0
0;69;24;99;0;2;0
0;105;7;91;0;2;0
35011;70;7;91;0;8;0
63651;92;19;10;0;3;0
83846;74;22;94;3;2;1
0;191;2;70;0;1;0
39133;67;25;26;0;3;0
31278;92;24;95;4;1;1
0;63;4;52;0;2;1
44788;61;6;48;0;2;1
0;117;26;33;0;2;0
62447;74;9;2;0;7;0
31475;64;6;3;1;3;0
80780;109;26;11;0;3;0
88613;111;5;59;0;1;0
45949;62;0;70;0;1;0
35596;64;11;92;0;3;0
76875;73;21;4;0;9;0
41842;61;1;14;0;1;0
28884;72;27;9;1;3;0
24631;83;25;87;1;2;0
0;74;24;54;2;2;0
71560;69;14;46;0;5;0
0;80;8;71;0;2;0
72421;65;8;23;0;1;1
54702;199;5;42;0;1;0
0;76;4;43;5;2;0
57335;67;22;18;0;2;0
0;67;9;20;3;2;0
35033;87;26;53;0;1;0
65733;113;13;6;0;3;0
0;69;30;44;0;3;0
0;88;3;64;0;2;0
16181;181;22;79;0;8;1
86180;69;11;43;4;2;0
36881;104;5;25;0;3;0
47888;64;23;16;1;1;0
21986;63;1;9;0;1;1
47199;100;3;65;3;1;0
0;69;30;69;0;9;0
86305;62;1;99;0;5;1
39062;61;2;20;0;1;0
16976;69;23;54;0;1;0
0;65;29;35;2;2;0
83283;193;11;46;1;3;0
41972;86;20;23;0;1;0
34080;107;11;48;1;1;0
0;73;35;52;3;5;1
40269;81;0;71;2;2;0
61894;91;3;21;0;1;0
23300;63;3;35;1;4;0
66023;70;11;94;0;1;0
39660;107;3;46;0;1;0
0;76;4;51;1;2;0
60466;117;14;3;0;1;0
32848;74;2;59;0;5;0
20662;72;10;99;0;2;0
64985;108;23;94;0;2;0
68022;103;3;26;0;3;0
72834;65;12;81;3;1;0
74592;67;9;30;0;1;0
73938;76;34;48;0;1;0
15999;83;2;43;0;2;0
0;69;12;89;0;8;0
0;96;11;55;0;5;0
0;72;0;93;3;1;0
0;80;9;96;0;1;0
62375;103;35;71;1;3;0
61427;88;24;12;0;2;0
64396;103;2;46;0;2;0
49312;65;30;55;1;4;0
0;61;35;71;0;2;0
28513;100;4;22;1;2;1
0;108;23;55;0;2;0
97321;110;35;46;0;1;0
58839;65;4;65;3;2;0
0;72;4;14;0;1;0
88567;67;9;89;0;9;0
91646;74;12;10;0;1;0
0;211;31;52;0;5;0
48552;94;5;54;0;9;0
31485;118;17;79;0;6;0
0;64;6;47;0;8;0
16511;135;35;4;0;5;0
51020;73;16;88;0;1;0
43838;97;11;37;0;7;0
0;133;11;30;0;7;0
22454;110;5;75;2;3;0
57933;105;10;64;0;1;0
0;124;7;2;3;6;0
26335;113;32;7;1;2;0
85322;134;32;55;0;2;0
37843;92;2;17;0;1;0
0;67;11;26;0;1;0
74730;61;18;84;0;6;0
0;94;27;52;1;1;0
0;64;2;80;0;1;0
28432;118;1;59;0;2;1
71210;214;8;89;1;2;1
19581;67;2;94;0;1;0
0;80;12;14;0;1;0
56005;68;31;30;1;3;1
0;80;10;11;0;2;0
23671;69;32;45;0;2;0
22244;84;6;59;0;9;0
0;66;17;29;0;3;0
75329;67;15;17;0;1;0
0;108;2;55;1;1;0
44369;68;13;22;0;8;0
37910;108;7;9;0;7;0
0;71;25;30;0;1;0
40864;109;16;70;1;1;1
94846;73;15;68;0;7;0
96306;95;12;17;1;6;1
53519;111;7;37;0;1;0
50648;69;27;50;1;9;0
64692;70;17;80;0;2;0
0;100;9;75;0;2;0
0;187;22;97;1;2;0
0;109;2;86;0;1;0
49311;74;25;85;0;3;0
71126;71;11;72;0;1;0
74284;74;27;5;0;3;0
41402;119;26;26;4;1;0
79619;71;3;34;3;6;0
25147;101;7;54;0;1;1
56379;125;0;59;1;8;0
0;96;35;27;0;6;0
48911;61;15;6;0;1;0
29723;80;8;79;0;2;0
21841;91;33;47;0;7;0
31796;68;27;16;0;1;0
0;105;0;16;0;4;0
48567;130;12;15;0;1;1
66161;118;19;86;0;1;0
79751;63;15;67;0;1;1
39469;71;1;29;0;4;0
44305;67;33;39;0;9;0
0;68;4;17;0;9;0
38893;69;12;60;0;1;0
39187;118;32;43;1;1;0
70341;179;11;43;0;3;0
0;64;9;95;0;1;0
0;73;11;95;0;3;0
30090;73;10;3;0;2;0
49673;232;27;57;0;7;0
0;66;31;14;0;1;0
0;70;29;93;0;2;0
50332;72;2;11;0;1;0
70190;71;20;22;0;3;0
38179;90;12;91;1;3;0
0;115;18;30;1;1;0
25859;74;0;44;0;2;0
36529;118;6;41;0;1;0
67588;118;0;58;0;2;0
0;121;30;85;0;1;0
81565;71;19;54;0;1;0
35322;244;4;33;0;5;0
43671;67;6;67;0;3;0
58682;61;24;34;0;4;0
44230;114;2;45;0;1;0
40269;193;32;27;0;3;0
31756;66;34;44;0;8;0
47725;63;10;66;0;2;0
38684;74;1;22;0;6;0
36301;118;11;85;0;2;0
0;67;18;44;0;3;0
22268;67;12;70;0;8;0
50037;81;24;91;0;6;0
0;104;30;88;0;1;0
75740;98;8;42;0;3;0
39621;109;4;23;1;1;0
75838;90;6;64;0;6;0
11885;101;18;39;0;2;1
29444;63;5;84;0;1;0
64371;181;4;50;0;1;0
26514;91;16;58;0;3;0
92766;71;17;15;0;2;1
31504;71;8;27;0;3;0
98680;72;27;38;2;1;0
0;113;12;66;2;7;0
76927;138;2;46;0;1;0
78804;71;35;93;0;2;0
73168;70;21;50;0;3;1
48569;114;0;14;0;1;0
84768;72;6;31;0;1;0
0;86;7;31;0;1;0
57693;76;16;56;0;3;1
0;65;18;48;0;1;0
46593;70;3;81;0;2;0
0;146;7;50;0;2;0
67163;61;17;41;2;5;0
89205;68;28;86;0;6;0
0;138;23;76;0;1;0
65448;94;28;66;0;2;0
77627;88;14;38;0;2;0
37695;96;17;3;0;3;0
89411;78;14;99;0;4;0
0;114;27;39;0;4;0
10337;67;16;56;0;2;0
10621;67;28;22;0;5;1
16711;91;29;50;1;1;0
0;106;0;44;0;7;0
42968;69;15;85;0;1;0
16181;181;22;79;0;8;1
85412;88;33;92;0;3;0
75774;92;30;55;1;1;0
26599;101;24;83;0;1;0
34847;73;26;24;0;7;0
0;115;13;43;0;4;0
85896;70;28;27;0;3;0
0;66;8;11;0;2;0
43775;70;3;42;0;1;0
0;67;11;6;0;2;0
42056;78;21;2;0;1;0
13093;100;30;73;0;1;0
98278;85;26;60;0;1;0
44605;91;3;45;0;7;0
32365;67;28;78;0;3;0
82255;71;29;59;0;5;0
0;62;11;48;0;1;0
0;88;3;99;0;6;0
65903;66;4;98;0;2;0
11417;63;25;57;0;6;0
0;96;15;73;0;2;0
0;67;20;29;2;2;0
69704;72;25;92;0;2;0
20101;96;28;44;0;1;0
24383;69;4;78;2;4;0
22139;100;34;31;0;2;0
88708;112;6;71;0;9;0
11828;90;18;84;0;2;1
0;80;2;49;1;1;0
73168;70;21;50;0;3;1
0;71;10;22;0;1;0
0;182;8;70;0;2;0
76646;65;3;30;0;9;0
19683;117;17;41;1;9;1
0;71;16;30;1;2;0
0;124;13;70;0;2;0
35693;103;8;63;0;2;0
0;65;7;67;0;7;0
0;136;13;28;0;4;0
24123;104;7;61;0;1;0
85654;116;5;55;0;4;0
0;125;6;61;0;2;1
71210;214;8;89;1;2;1
84822;76;5;13;0;5;0
36650;69;2;70;1;1;1
0;90;8;33;0;1;0
28025;87;28;94;0;2;0
52113;97;14;85;0;6;0
37675;104;23;18;0;2;0
37595;70;2;22;0;9;0
41396;70;7;7;0;3;0
77512;104;2;5;0;6;0
35334;65;29;31;0;4;0
0;104;13;20;0;3;0
40870;105;3;56;0;2;1
53907;71;1;52;0;9;0
77609;111;26;75;0;1;0
0;70;15;44;0;2;0
87462;61;0;79;1;1;0
99494;83;11;65;0;3;0
42585;69;16;44;0;1;0
58842;110;6;74;0;1;1
37384;99;9;17;0;1;1
92717;70;24;19;0;2;0
0;72;33;6;2;1;0
75264;78;24;92;0;2;0
0;101;19;11;1;8;0
0;105;16;16;0;2;0
31532;79;1;26;0;1;0
52583;113;12;59;0;7;1
62477;183;7;75;0;2;0
26023;72;26;33;1;2;0
28666;64;23;81;0;8;0
21004;62;27;20;0;3;0
45430;81;21;37;0;8;0
37511;185;14;93;2;1;0
28719;110;0;17;0;1;0
49833;69;5;74;0;7;0
67431;136;28;17;1;1;0
23376;78;19;18;0;1;1
20455;84;14;40;2;2;0
62473;185;25;29;0;1;0
35289;65;34;94;0;3;0
73478;68;2;38;0;1;0
30584;68;10;37;0;2;0
88340;102;16;1;0;2;1
49532;79;16;9;1;1;0
0;154;26;85;0;1;0
43982;126;20;68;1;2;0
68906;187;12;61;0;2;0
64008;85;9;66;5;5;0
87421;99;21;6;0;6;0
0;102;28;11;0;1;1
62076;71;25;82;0;2;0
26746;66;20;41;0;1;0
91580;73;14;52;0;2;0
64403;198;11;86;0;2;0
51425;119;32;66;0;3;0
44162;71;27;16;0;7;0
67128;105;33;90;0;4;0
30383;119;32;25;0;1;0
93721;80;22;62;0;6;0
79867;74;25;76;1;1;0
39393;121;11;61;0;2;0
0;81;12;59;0;2;0
0;122;27;2;0;1;1
43916;68;10;59;2;2;0
33282;100;24;66;1;1;0
33032;86;33;77;1;2;0
25259;87;18;8;0;9;0
19637;67;34;30;0;1;0
94903;94;3;38;0;1;1
39794;133;0;7;0;2;0
42433;85;28;47;0;5;0
22044;65;35;70;0;2;0
32312;61;29;31;3;2;0
0;97;28;29;0;1;0
72919;130;20;22;5;1;0
0;86;6;57;2;2;0
0;68;19;2;3;2;1
76357;117;18;96;1;1;0
57709;125;10;26;0;1;1
26802;66;7;43;1;5;1
26448;105;7;42;0;3;0
62262;72;17;2;0;2;0
98784;124;7;36;1;1;0
28727;113;7;42;0;2;0
50406;70;20;23;0;9;0
41832;66;19;15;0;2;0
0;73;18;45;0;5;1
0;138;22;18;0;1;0
0;97;22;5;0;3;0
40032;99;18;35;0;8;0
95701;98;24;8;3;3;0
0;108;25;82;1;4;0
0;66;31;54;1;2;0
62530;95;35;28;0;1;0
0;106;8;65;0;1;0
24414;104;34;80;0;2;0
82695;62;10;39;0;1;0
48156;143;9;20;0;1;0
74069;63;33;81;2;2;0
82664;114;24;10;3;9;1
0;80;13;57;1;4;0
51737;71;13;55;0;6;0
76797;71;22;2;0;2;0
61225;117;3;0;0;2;0
80915;70;17;66;0;1;0
12688;140;5;96;0;3;0
27681;83;13;62;0;9;1
27778;109;30;14;0;2;0
95697;61;16;55;0;1;1
44634;71;16;99;1;9;0
37050;110;4;75;1;2;0
56872;69;20;99;0;9;0
0;82;12;40;0;6;0
0;68;5;72;1;3;0
69488;68;13;25;3;3;0
0;62;25;98;0;3;0
23589;211;30;13;0;6;0
0;107;3;65;0;3;1
95782;68;6;22;1;1;0
24992;106;24;8;0;3;0
20043;92;13;9;0;2;0
0;104;29;4;0;3;0
36305;61;19;61;0;9;0
44784;73;32;35;0;4;0
0;113;0;11;0;3;0
75644;65;5;68;3;9;1
27339;97;0;37;2;2;0
43657;66;21;74;0;2;0
0;95;32;69;0;2;0
31134;96;24;16;0;6;0
50512;67;19;16;0;1;0
80604;61;22;86;0;3;0
64604;67;18;71;1;8;0
0;103;17;18;0;1;0
95647;106;11;30;0;1;0
0;104;19;32;0;2;0
60969;61;9;5;0;2;0
0;76;33;84;0;1;0
20676;79;28;27;0;7;0
37874;65;30;65;0;8;0
14382;66;8;48;0;2;0
32314;92;7;80;0;1;0
62455;77;27;85;1;5;0
35605;74;0;95;0;1;0
0;103;16;50;0;7;0
0;137;7;15;0;3;0
10334;64;5;80;0;2;0
44025;69;0;75;0;1;0
32397;190;14;95;0;1;0
24345;106;15;21;0;3;0
94804;115;13;79;4;1;0
25370;102;10;77;0;2;1
0;78;2;63;0;2;0
53234;109;27;37;0;7;0
0;108;2;38;0;1;0
0;70;2;49;0;9;0
0;121;12;67;2;1;0
19013;95;1;58;0;1;0
0;73;2;35;0;1;0
81568;186;0;73;0;1;0
53223;72;9;0;0;2;0
0;123;33;13;0;1;0
59253;89;17;70;0;3;0
34452;126;2;51;0;1;0
40160;118;7;48;1;1;0
22571;63;29;51;0;9;1
62365;62;0;99;0;8;0
0;61;3;67;0;1;0
22220;105;29;46;0;2;0
76266;110;24;88;1;3;0
0;128;6;37;1;1;0
0;68;7;53;3;3;0
77552;68;33;76;1;7;0
76474;74;4;79;2;1;0
57664;100;21;48;0;7;0
82377;83;28;19;0;7;0
44856;66;24;71;1;2;0
0;77;17;65;0;2;0
76731;64;2;68;0;1;1
25820;82;10;69;0;1;1
0;83;5;59;0;9;0
92509;71;16;43;0;8;0
15505;68;24;2;0;2;0
21979;73;7;86;0;1;0
54878;96;5;11;3;9;0
40178;136;7;13;0;1;0
65436;73;14;55;0;1;0
0;106;1;38;0;2;0
0;64;10;16;0;6;0
57709;125;10;26;0;1;1
21604;79;14;28;0;1;1
28422;68;5;63;1;2;0
59853;124;18;79;0;2;0
49078;97;10;3;0;2;1
51523;116;11;20;0;1;0
0;110;10;32;0;7;0
0;66;22;1;1;3;0
32989;102;25;12;0;2;0
0;70;12;29;1;1;0
36631;62;30;77;0;1;1
0;131;34;61;0;9;1
26477;66;18;37;0;1;0
53607;61;4;18;0;9;0
21594;71;16;23;3;3;0
0;85;25;24;0;6;0
80584;65;33;17;0;1;0
67511;73;3;5;0;8;0
19614;85;21;32;0;2;1
0;82;15;88;2;2;0
20346;74;13;57;0;2;0
48638;82;16;29;0;3;0
46855;119;13;94;0;9;0
38873;92;6;33;0;2;0
25703;62;4;64;0;1;0
58842;110;6;74;0;1;1
99772;158;10;38;0;2;0
19683;117;17;41;1;9;1
34549;111;8;78;0;1;0
19030;62;7;22;0;1;0
63329;92;33;87;0;1;0
79253;76;23;7;0;1;0
37937;116;11;42;0;5;1
21766;62;29;65;0;3;0
67132;71;34;71;0;6;0
0;71;21;8;1;1;0
33060;117;19;91;0;3;0
92296;69;4;65;0;1;1
90334;119;4;46;0;9;0
40105;104;21;26;0;3;0
33409;105;4;17;0;7;0
0;117;4;89;1;2;0
18608;71;13;24;0;1;1
55385;61;7;22;0;3;0
62588;104;21;22;0;3;0
22050;66;9;47;0;1;0
25632;63;27;52;0;7;1
40097;92;23;35;4;1;0
50071;71;3;32;0;1;1
37308;86;19;69;0;9;0
44743;137;16;55;4;1;0
86657;103;22;51;0;1;0
84306;137;16;37;0;2;0
0;118;29;45;0;2;0
47346;65;6;35;0;1;0
88545;68;25;33;0;1;0
52443;73;0;47;1;4;0
36084;99;3;9;1;7;0
35406;69;13;15;4;2;0
0;74;14;43;0;4;0
41185;99;20;6;4;1;0
51204;181;28;23;0;2;0
30216;63;18;74;0;1;0
10710;94;12;33;0;7;0
0;112;32;74;0;5;0
0;119;9;8;0;3;1
0;122;27;2;0;1;1
25632;63;27;52;0;7;1
0;99;13;87;0;1;0
53295;70;12;97;0;8;0
0;139;9;22;0;6;0
37072;64;1;1;0;1;0
61108;89;22;93;0;2;1
79880;79;22;68;1;7;0
81580;101;2;56;0;6;0
0;92;7;75;0;1;0
19614;85;21;32;0;2;1
58620;68;8;60;0;1;0
0;212;28;51;0;4;0
12902;139;3;51;0;1;1
26318;96;23;29;0;1;0
20263;63;31;2;0;7;0
0;98;27;47;0;1;0
52819;124;16;89;0;1;0
63918;64;4;14;0;2;0
0;66;11;60;0;3;0
23904;123;1;67;3;1;1
0;97;10;77;1;9;0
69736;111;11;7;0;3;0
69700;181;9;49;0;1;0
35482;129;21;59;0;3;1
14030;72;11;3;0;1;1
50909;112;11;39;0;1;0
96406;69;16;64;0;8;0
77001;85;4;58;0;3;0
0;72;25;4;0;1;0
24732;67;4;49;0;1;0
40864;109;16;70;1;1;1
43145;73;1;0;0;6;0
61108;89;22;93;0;2;1
34236;70;3;87;0;8;0
39010;78;27;99;2;1;0
88867;69;6;2;1;1;0
0;84;0;57;0;5;0
13908;116;12;74;2;8;0
0;79;21;53;1;7;1
0;64;14;91;0;2;0
76358;66;25;3;0;2;1
13037;124;28;49;0;1;1
17200;83;5;62;4;8;0
67772;82;29;27;0;2;0
39891;133;12;31;0;2;0
52957;112;14;92;0;1;0
0;108;11;84;2;3;0
93272;95;3;54;0;1;1
0;207;32;96;0;1;0
40467;197;1;84;3;3;0
30895;62;10;35;0;2;0
0;62;29;59;2;1;0
90607;109;1;48;0;2;0
0;62;12;68;0;3;0
45668;80;7;55;0;2;0
0;129;10;11;0;1;0
51643;283;16;43;0;1;1
0;74;35;77;0;1;0
0;102;35;48;0;2;1
90289;71;9;10;1;3;0
29465;118;24;49;1;1;0
81893;73;20;70;3;1;0
60613;240;3;52;0;1;0
60423;114;23;44;0;9;0
27166;71;29;51;0;5;0
0;196;10;38;0;1;0
0;158;3;10;0;2;0
62006;61;31;96;0;1;0
0;69;2;50;0;1;0
13663;97;1;66;0;2;1
0;61;27;57;0;1;0
97673;63;21;49;0;1;0
96276;117;33;81;0;6;0
73847;73;34;51;1;1;0
24976;72;2;60;1;3;0
33716;68;18;67;1;3;0
23480;117;6;89;0;1;0
77221;71;2;49;0;7;0
0;76;8;44;0;3;1
40463;61;17;21;0;6;0
60920;64;10;61;0;2;1
68931;66;32;30;0;7;1
88251;68;3;2;0;3;0
0;65;21;40;0;1;0
26876;76;17;72;0;8;1
88592;76;19;1;0;2;0
0;114;1;39;1;5;0
0;103;8;75;0;1;0
0;82;0;28;0;1;0
49136;64;7;95;0;1;0
0;68;17;66;0;3;0
67627;117;5;43;0;2;0
70263;93;30;66;0;5;1
74126;90;14;76;0;1;0
74286;70;27;0;0;3;0
97949;112;9;13;3;1;0
41005;70;22;37;0;1;0
29875;119;9;36;1;1;0
26121;119;12;51;0;2;0
25905;63;21;12;0;1;1
72117;70;1;98;0;2;0
81872;115;10;55;0;2;1
33806;89;32;59;0;2;1
0;106;20;51;0;1;0
10621;67;28;22;0;5;1
0;65;34;27;0;2;0
44213;85;15;58;0;3;0
0;65;10;11;0;3;0
12902;139;3;51;0;1;1
78757;119;8;56;3;1;0
0;102;28;11;0;1;1
51833;99;1;18;0;1;0
30786;90;3;5;0;2;0
76792;62;12;27;0;1;0
76356;71;4;61;2;1;0
66839;154;33;24;0;1;1
59789;90;9;81;0;3;0
72217;64;13;15;0;1;0
43324;101;8;17;0;2;0
87502;102;20;28;0;2;0
0;74;8;13;0;1;0
38713;66;31;69;4;6;1
51878;66;10;16;1;2;0
0;61;9;39;0;1;0
28617;112;20;57;0;9;0
75037;85;5;27;2;2;0
24550;111;12;6;0;9;0
0;64;16;62;0;6;0
55366;86;11;54;2;4;0
41449;69;16;96;1;3;0
51125;67;3;67;0;2;0
0;71;8;59;1;1;0
63110;72;23;84;0;2;0
63401;68;1;18;0;1;0
30752;73;2;37;0;1;0
60986;67;30;32;0;5;0
41692;101;21;15;1;2;0
12940;68;7;36;0;3;0
0;70;13;18;0;2;0
78618;66;7;56;0;1;1
54538;119;32;63;0;6;0
0;64;35;75;1;7;0
76590;65;0;91;0;2;0
76214;72;7;48;0;2;0
0;196;13;74;2;1;0
25876;83;29;46;0;3;0
82477;90;1;69;0;1;1
58713;98;8;4;0;1;0
64929;240;13;11;3;8;0
0;85;5;15;1;2;0
32857;105;24;15;0;2;0
19065;61;28;29;0;7;0
0;83;17;30;0;1;0
25503;115;12;59;0;2;0
30250;93;1;98;0;6;0
0;63;9;88;0;8;0
62902;69;14;94;0;2;1
0;66;5;17;0;2;0
14278;134;6;9;0;2;0
66839;154;33;24;0;1;1
37811;63;25;14;0;1;0
20978;70;35;20;0;2;0
28519;86;23;30;0;2;0
0;72;15;18;1;3;0
85140;118;7;11;4;1;0
37384;99;9;17;0;1;1
0;79;0;44;0;1;0
0;66;16;77;0;2;1
57659;111;24;31;0;2;0
95241;68;3;12;1;2;0
38870;74;3;89;0;1;0
13870;109;1;78;0;5;0
25964;76;21;87;2;2;0
72193;118;1;46;0;1;0
84302;62;19;63;0;2;0
0;73;35;52;3;5;1
0;72;31;99;0;1;0
39482;77;29;48;0;5;0
66371;125;2;75;0;5;0
35300;74;14;71;0;2;0
67735;88;33;87;0;3;0
98879;73;14;33;1;1;0
0;108;29;74;0;2;0
72885;124;35;88;2;6;0
26378;70;22;79;1;2;0
67798;69;1;78;0;9;1
41275;96;29;16;0;3;0
39646;70;9;35;0;1;0
71868;65;6;61;0;1;0
59107;107;29;57;0;7;0
0;70;13;48;0;9;0
36428;124;34;20;0;1;0
93284;99;7;26;0;1;0
34612;91;8;77;1;2;0
76157;116;15;80;0;1;1
0;106;34;13;0;2;0
17109;62;7;45;0;2;0
29539;85;20;83;0;7;0
49539;79;15;83;0;5;0
0;66;9;10;1;1;0
25352;173;10;65;0;1;0
63223;71;3;72;0;1;0
18505;66;15;51;4;3;0
91485;114;2;16;0;1;0
18690;80;10;63;0;5;0
0;91;3;78;0;1;0
69819;66;24;20;0;1;0
25708;118;21;44;0;2;0
33738;95;13;97;0;1;0
75845;72;2;71;0;6;0
83392;112;20;34;0;2;0
0;87;3;82;0;3;0
76375;96;21;81;0;1;0
0;114;22;39;0;2;0
32330;79;16;27;1;9;0
85689;92;5;8;0;2;0
0;158;5;59;0;1;0
39507;70;32;17;0;5;0
22373;112;11;59;0;8;0
20217;96;16;30;2;1;0
19245;106;28;61;0;1;0
17774;108;0;64;0;2;0
80355;62;26;33;1;3;0
65099;73;8;19;2;1;0
0;73;29;14;0;1;0
23401;66;17;34;0;3;0
0;63;11;10;1;3;0
0;118;6;32;0;5;0
38692;102;16;8;0;1;0
97131;64;5;80;0;6;1
78046;119;22;91;2;2;0
82225;61;24;27;0;1;0
0;64;29;36;0;9;0
21144;86;6;98;0;8;0
36645;112;21;50;0;7;0
31842;108;7;31;0;1;0
0;131;15;90;0;8;0
75090;63;10;67;1;7;0
0;62;15;95;0;6;0
72014;72;24;58;0;1;0
13512;92;14;24;0;1;0
75909;117;23;77;0;3;0
18884;64;21;90;0;2;0
0;79;21;53;1;7;1
0;74;1;52;1;2;0
26802;66;7;43;1;5;1
99839;66;17;12;0;3;0
24186;64;8;11;0;1;0
46971;69;26;21;0;3;0
0;83;29;13;0;2;0
0;117;24;8;1;6;0
0;69;22;11;0;1;0
0;66;16;35;4;1;1
26790;71;4;41;0;1;1
0;71;28;15;0;1;0
16258;64;13;84;0;1;0
91169;65;5;50;0;1;0
0;90;33;75;0;2;0
25905;63;21;12;0;1;1
44577;131;27;7;0;9;0
53021;68;28;71;4;1;0
56980;84;33;70;0;7;1
97719;67;6;82;0;1;0
49530;63;8;64;0;2;0
56233;79;30;61;0;2;0
79140;74;9;59;0;9;0
13088;82;29;77;0;3;0
73601;73;10;42;0;1;0
31517;84;33;74;2;3;0
0;69;24;23;0;8;0
0;69;28;29;2;3;0
42148;104;4;29;0;2;0
0;133;23;32;0;6;0
23769;69;18;14;0;2;0
0;109;5;64;0;4;0
22241;63;1;1;0;6;0
23550;72;17;3;0;3;0
0;190;1;36;0;3;0
71024;65;26;96;1;2;0
71644;105;19;83;0;2;0
50363;63;24;40;0;8;0
92914;136;24;55;0;8;0
16645;117;19;92;0;2;0
0;94;7;8;0;6;0
22814;73;16;59;0;9;0
22828;106;11;54;0;2;1
51066;74;23;0;0;8;1
68507;110;5;29;0;2;0
0;87;13;6;0;1;0
37929;61;21;35;0;5;0
89285;81;25;3;0;3;0
98235;93;21;68;0;8;0
23650;61;5;10;2;3;0
90167;131;31;42;0;1;0
64669;131;22;32;0;6;0
65083;77;30;68;0;1;0
0;109;25;93;0;4;0
60462;68;14;10;1;1;0
0;69;35;50;0;2;0
36631;62;30;77;0;1;1
40308;136;4;69;0;1;0
0;64;5;18;1;6;0
0;130;32;38;0;4;0
85067;65;34;51;0;2;0
0;64;27;1;0;2;0
97750;65;15;51;0;2;0
38704;65;10;28;0;9;0
76731;64;2;68;0;1;1
57446;64;20;30;0;2;0
0;73;9;83;0;6;0
96768;111;6;65;2;3;0
0;65;9;31;0;2;1
0;180;29;19;3;2;0
0;118;14;64;0;4;1
77265;69;25;10;0;3;0
48736;111;14;62;0;3;0
0;126;7;80;0;2;0
0;89;33;98;0;3;0
0;108;2;18;0;1;0
46667;129;27;84;1;3;0
71600;63;17;43;0;7;0
84229;98;25;20;0;1;0
0;62;0;83;0;1;0
26118;101;30;2;0;9;0
0;118;20;19;0;3;0
24049;74;34;80;0;1;0
37998;61;26;27;0;7;0
0;95;22;80;0;1;0
0;184;0;94;0;9;0
0;66;16;77;0;2;1
62396;107;24;52;0;1;0
99239;74;9;14;0;6;0
94303;65;16;9;0;2;0
18375;103;8;50;0;1;1
76769;88;6;91;0;1;0
78735;63;32;53;1;6;0
0;130;3;46;0;3;0
0;67;3;42;1;1;0
50494;114;19;15;0;2;0
86721;110;20;99;1;3;0
67371;63;25;14;0;3;0
21835;90;6;78;0;7;0
62452;67;1;9;0;1;0
0;72;15;45;0;2;0
69809;70;0;60;0;1;0
0;84;31;28;0;1;0
0;84;14;66;0;3;0
0;238;19;29;0;2;0
22601;88;1;41;0;2;0
29560;62;21;89;0;7;0
0;133;1;85;0;2;0
26790;71;4;41;0;1;1
34986;91;7;75;0;1;0
66378;71;20;61;0;1;0
48784;96;28;86;0;3;0
41043;72;22;60;0;3;0
32775;61;10;73;0;2;0
61200;118;20;74;0;4;0
66334;69;25;25;0;4;0
18661;62;13;74;0;1;0
0;111;29;60;0;3;0
53133;91;11;6;0;9;0
25134;67;3;0;0;6;1
0;126;12;4;0;2;1
64324;67;7;67;0;3;0
25820;82;10;69;0;1;1
29152;67;24;72;0;1;0
0;114;19;77;0;1;0
62448;107;0;11;0;2;0
0;81;27;93;1;2;0
27132;63;32;59;1;4;0
21706;108;19;28;0;3;0
0;61;16;46;0;1;0
66620;70;13;75;0;7;0
42800;153;4;11;1;1;0
66676;97;0;40;0;1;1
0;68;11;52;0;2;0
37433;90;7;18;0;2;0
44930;132;19;42;0;2;0
30857;81;17;14;0;7;0
46507;73;17;32;4;3;0
48473;63;1;73;0;1;0
59961;68;8;7;0;1;0
88359;73;1;49;0;9;0
97607;71;2;67;0;9;0
20228;101;3;43;1;2;1
49009;105;17;28;0;7;0
60804;92;16;50;0;1;0
78374;82;17;84;0;2;0
95621;66;7;90;5;2;0
15741;132;14;4;0;4;0
38279;82;5;41;0;2;0
0;61;4;15;0;7;0
60120;182;30;21;0;6;0
59207;116;23;21;0;2;1
