Customer Lifetime Value;Coverage;Education;EmploymentStatus;Gender;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
9688.334578;Extended;High School or Below;Employed;M;20009;87;31;86;1;2;No
19668.86758;Basic;College;Unemployed;M;0;67;20;55;1;2;No
5583.068307;Basic;High School or Below;Employed;F;57925;72;33;13;1;3;No
8935.03414;Basic;Master;Employed;M;39910;112;16;4;0;5;No
3226.850118;Extended;Bachelor;Employed;F;83252;80;4;98;0;1;No
7492.162376;Basic;College;Employed;F;31723;62;23;53;0;2;No
7890.597705;Premium;High School or Below;Unemployed;F;0;112;15;29;3;7;No
6639.328932;Extended;Bachelor;Employed;F;72661;83;17;21;1;4;No
4328.864771;Basic;College;Retired;M;24711;62;15;11;0;6;No
6919.016085;Basic;High School or Below;Unemployed;F;0;69;5;85;1;2;No
1898.007675;Basic;Bachelor;Unemployed;M;0;67;15;91;3;1;No
9587.586583;Premium;Bachelor;Employed;M;84539;119;10;71;0;4;No
7689.700105;Extended;Master;Employed;F;42677;96;5;20;0;3;No
7897.015071;Basic;High School or Below;Unemployed;F;0;72;8;54;0;2;No
24672.65531;Extended;High School or Below;Unemployed;M;0;76;8;77;0;2;No
7484.383041;Basic;High School or Below;Employed;F;51692;186;12;28;0;1;No
7282.967586;Basic;High School or Below;Employed;M;40858;184;10;62;0;1;No
9816.528302;Basic;College;Employed;M;37256;62;15;7;0;2;Yes
5295.625697;Basic;Bachelor;Unemployed;M;0;74;19;71;0;3;No
12741.84754;Basic;Bachelor;Employed;F;73054;106;34;36;1;2;Yes
7858.047444;Basic;Bachelor;Employed;F;20532;67;20;68;0;2;No
2397.536652;Basic;Bachelor;Unemployed;M;0;66;23;1;0;1;No
5980.846151;Extended;College;Employed;F;22946;76;18;72;0;8;No
2513.117202;Basic;Bachelor;Employed;M;22475;64;25;40;1;1;No
9403.962744;Basic;High School or Below;Employed;F;79440;117;11;19;0;8;No
2618.80573;Basic;College;Unemployed;M;0;74;2;51;0;1;No
8139.996817;Basic;Master;Unemployed;M;0;108;10;42;0;6;No
5227.570224;Basic;High School or Below;Employed;F;70988;65;3;82;0;7;No
2677.223462;Basic;High School or Below;Employed;F;56536;67;10;63;0;1;No
2685.738737;Basic;High School or Below;Employed;M;45754;69;34;88;0;1;No
5932.560456;Basic;High School or Below;Employed;F;48278;74;22;7;0;4;No
2335.878238;Basic;High School or Below;Employed;M;22087;61;29;3;2;1;No
4811.184482;Extended;High School or Below;Unemployed;F;0;136;11;30;1;1;No
3386.532195;Extended;Bachelor;Unemployed;F;0;92;18;79;0;1;No
2311.211287;Basic;High School or Below;Disabled;F;24400;62;13;25;0;1;No
7635.422232;Basic;High School or Below;Unemployed;M;0;110;0;66;0;7;No
2434.849287;Basic;College;Unemployed;F;0;66;30;34;0;1;No
3605.974564;Extended;High School or Below;Disabled;F;13199;93;23;22;0;1;No
3337.980868;Extended;Master;Employed;M;60607;83;2;82;0;1;No
12564.06775;Basic;Doctor;Unemployed;M;0;68;15;52;0;2;No
2454.355436;Basic;High School or Below;Employed;M;74624;62;16;71;1;1;No
10722.0645;Extended;College;Employed;F;54311;90;20;41;0;2;No
5079.830406;Basic;Bachelor;Unemployed;F;0;68;6;95;0;5;No
3829.278604;Extended;Bachelor;Disabled;F;19240;99;25;69;0;1;No
3697.04094;Premium;Bachelor;Unemployed;M;0;113;3;91;0;1;No
14854.19552;Basic;College;Employed;M;37899;187;9;11;0;5;No
4938.21454;Basic;High School or Below;Employed;F;76283;61;9;99;0;6;No
7536.070851;Basic;High School or Below;Employed;F;69674;62;14;18;1;2;No
6243.141785;Extended;High School or Below;Employed;M;57734;78;2;64;0;3;No
9983.128441;Extended;College;Unemployed;F;0;93;19;79;0;2;No
12948.39854;Premium;College;Employed;M;30763;111;28;19;0;2;No
2510.593651;Basic;Bachelor;Unemployed;M;0;70;25;30;0;1;No
5165.571852;Basic;Bachelor;Unemployed;M;0;72;6;66;0;5;No
7413.422501;Basic;College;Employed;F;52130;62;17;54;0;2;No
3000.437822;Basic;High School or Below;Employed;F;77041;74;11;61;0;1;No
3188.53073;Extended;High School or Below;Employed;F;81081;79;20;25;0;1;No
5800.772699;Extended;Bachelor;Unemployed;F;0;78;16;93;0;6;No
7398.873941;Basic;Bachelor;Employed;M;27383;188;33;25;0;1;No
7269.338677;Extended;College;Employed;M;20407;95;33;6;2;8;No
5067.635525;Basic;Bachelor;Employed;F;61067;64;20;0;1;3;No
6227.365252;Extended;College;Unemployed;M;0;94;11;21;0;9;No
4448.642277;Basic;College;Employed;M;23006;113;17;60;0;1;No
2595.558788;Basic;Doctor;Employed;F;27734;65;12;86;0;1;No
2595.853636;Basic;High School or Below;Employed;M;48608;67;18;12;0;1;No
6817.430723;Basic;Bachelor;Employed;M;43947;61;33;43;4;2;No
15519.67161;Extended;High School or Below;Medical Leave;M;23402;82;3;28;0;2;No
3853.473448;Basic;College;Unemployed;F;0;110;13;3;0;1;No
8229.240991;Basic;Master;Unemployed;F;0;109;5;63;0;3;No
14024.35839;Premium;High School or Below;Employed;F;81872;115;10;55;0;2;Yes
7948.567913;Basic;College;Employed;F;63892;66;2;80;0;2;No
2624.099741;Basic;Bachelor;Medical Leave;F;11822;70;10;89;0;1;No
2933.960426;Extended;College;Unemployed;M;0;83;2;62;0;1;No
2871.145075;Basic;College;Employed;M;94178;72;26;25;1;1;No
4799.621411;Basic;Bachelor;Unemployed;F;0;65;11;25;0;4;No
2305.238251;Basic;High School or Below;Unemployed;F;0;62;14;81;0;1;No
40440.76481;Extended;Bachelor;Unemployed;M;0;129;23;59;0;2;No
8900.420359;Basic;Bachelor;Employed;F;83761;111;1;34;0;5;No
4428.031583;Basic;High School or Below;Employed;F;58577;110;6;62;0;1;Yes
3781.690691;Extended;College;Employed;M;46573;94;26;62;0;1;No
32861.25616;Premium;High School or Below;Employed;F;49889;118;8;11;0;2;No
35862.99324;Extended;High School or Below;Medical Leave;M;26376;121;7;19;0;2;No
2574.020376;Basic;Master;Employed;F;34990;65;23;73;0;1;Yes
10660.89661;Extended;Bachelor;Employed;F;60642;133;34;68;0;5;No
4428.625763;Basic;Bachelor;Medical Leave;M;18263;117;1;18;0;1;No
25674.14895;Basic;Bachelor;Employed;F;66550;107;5;0;1;2;No
6689.022728;Extended;High School or Below;Employed;M;56980;84;33;70;0;7;Yes
16256.80661;Extended;High School or Below;Employed;F;21206;136;12;9;0;2;No
11834.73469;Extended;Bachelor;Unemployed;F;0;85;12;37;0;2;No
8237.251407;Basic;Master;Employed;M;48866;103;5;76;0;3;No
8876.667487;Basic;High School or Below;Employed;M;30525;115;24;35;0;3;No
4373.35826;Premium;College;Disabled;F;25676;113;6;84;0;1;No
2221.364314;Basic;College;Unemployed;F;0;62;25;30;0;1;No
10408.96865;Basic;High School or Below;Retired;M;20228;101;3;43;1;2;Yes
4162.179638;Basic;High School or Below;Unemployed;M;0;67;26;88;3;3;No
12349.70232;Basic;Master;Employed;F;67248;102;19;4;0;2;No
3399.125502;Extended;High School or Below;Employed;M;28928;87;23;7;1;1;No
3420.661111;Extended;Master;Retired;F;11652;89;23;13;0;1;No
8927.565817;Basic;College;Medical Leave;M;29136;118;16;72;0;9;No
10852.95712;Extended;College;Employed;M;67696;97;11;51;5;2;No
4369.595738;Basic;High School or Below;Employed;F;91775;108;9;35;0;1;No
7915.980712;Extended;High School or Below;Employed;M;31383;99;24;72;0;6;No
7754.666388;Basic;College;Unemployed;M;0;117;2;36;0;3;No
2241.463188;Basic;Bachelor;Unemployed;F;0;65;22;93;0;1;No
9354.128045;Extended;Bachelor;Unemployed;M;0;135;24;67;0;8;No
3499.139864;Extended;Bachelor;Employed;F;37273;88;10;87;0;1;No
5140.391812;Extended;College;Retired;M;26952;76;1;0;1;8;No
3703.404606;Basic;Bachelor;Unemployed;M;0;109;22;5;0;1;No
6555.360031;Extended;College;Disabled;M;21853;86;10;2;0;5;No
3312.176781;Extended;High School or Below;Disabled;F;27431;85;2;39;0;1;No
16301.9676;Extended;Master;Retired;F;19614;85;21;32;0;2;Yes
14635.45158;Extended;Bachelor;Unemployed;F;0;139;5;56;0;2;Yes
5723.535705;Basic;Bachelor;Employed;F;77646;71;3;29;0;6;No
2443.925701;Basic;College;Unemployed;M;0;69;2;55;0;1;No
13024.13012;Extended;Master;Unemployed;M;0;125;6;61;0;2;Yes
6165.864761;Extended;High School or Below;Employed;F;60884;77;10;56;0;4;No
5838.89915;Basic;High School or Below;Employed;M;81082;73;5;85;0;4;Yes
9971.017125;Extended;Bachelor;Employed;F;57483;82;4;59;0;2;No
3223.217276;Extended;High School or Below;Unemployed;F;0;91;35;12;1;1;No
14558.42424;Basic;High School or Below;Employed;M;40260;73;20;20;0;2;No
9033.246265;Basic;High School or Below;Employed;F;30004;112;12;42;0;5;No
12590.93519;Premium;College;Employed;M;62575;106;5;21;0;2;No
8161.781091;Basic;High School or Below;Employed;F;45270;70;11;63;0;2;No
2730.96734;Basic;Bachelor;Employed;F;24967;69;6;38;0;1;No
20294.39491;Basic;High School or Below;Unemployed;M;0;73;3;74;0;2;No
5301.835462;Basic;High School or Below;Employed;F;20269;66;14;79;0;3;No
9035.671134;Premium;High School or Below;Employed;F;34337;113;20;44;0;9;Yes
4674.705262;Premium;High School or Below;Employed;M;35830;118;4;50;1;1;No
10676.58892;Extended;High School or Below;Employed;F;55510;89;1;2;0;2;No
7437.514997;Basic;High School or Below;Employed;F;88360;185;2;73;0;1;No
5447.809042;Basic;High School or Below;Unemployed;F;0;73;17;15;0;3;No
15550.19077;Basic;Bachelor;Medical Leave;F;17449;71;16;55;0;2;No
33473.34946;Basic;Bachelor;Employed;F;33190;106;18;95;0;2;Yes
8013.608606;Basic;Master;Employed;M;43196;66;34;71;0;2;No
5061.180855;Basic;Bachelor;Employed;F;59216;64;0;66;2;7;No
7034.345804;Basic;Bachelor;Employed;M;23158;63;31;46;3;2;No
3815.851163;Extended;High School or Below;Employed;M;38651;98;12;83;0;1;No
8476.766278;Premium;Bachelor;Employed;F;74001;108;3;62;3;7;No
19690.44179;Basic;College;Employed;F;36032;70;11;39;0;2;No
3359.290918;Extended;Master;Medical Leave;F;16891;88;15;54;0;1;No
4502.408771;Basic;College;Unemployed;M;0;67;15;4;0;4;No
3871.073807;Basic;Bachelor;Unemployed;F;0;110;8;76;0;1;No
6162.19867;Extended;Doctor;Employed;F;80590;76;26;4;0;3;No
6412.368115;Extended;Bachelor;Employed;M;58776;83;20;50;2;4;No
10208.92761;Extended;College;Employed;F;35482;129;21;59;0;3;Yes
6943.555989;Basic;Bachelor;Disabled;F;25612;61;12;52;0;2;No
9551.167226;Basic;High School or Below;Employed;F;57016;119;31;86;0;3;No
2555.51822;Basic;High School or Below;Employed;M;25385;65;1;96;0;1;No
2480.487171;Basic;College;Employed;F;50516;62;34;95;0;1;No
7469.145695;Basic;College;Unemployed;F;0;199;10;17;0;1;No
15769.10776;Extended;College;Employed;M;29977;133;16;19;0;2;No
22837.1392;Premium;College;Employed;M;89384;285;27;70;0;4;No
2796.870102;Basic;Bachelor;Employed;F;54655;70;34;9;1;1;No
2728.842912;Basic;College;Employed;F;40516;70;9;75;0;1;No
3527.398513;Extended;College;Disabled;F;26156;96;27;50;0;1;No
2821.100535;Basic;College;Employed;M;70047;71;6;37;0;1;No
17790.40826;Premium;College;Retired;M;26000;256;34;84;0;8;No
5619.649515;Basic;Bachelor;Employed;M;41878;71;5;15;0;8;No
4984.618655;Basic;Bachelor;Employed;M;86305;62;1;99;0;5;Yes
5447.835272;Basic;College;Employed;F;55483;70;26;46;0;3;No
9752.698201;Extended;College;Employed;F;37345;82;27;12;0;2;No
3193.817363;Extended;Bachelor;Employed;F;93405;79;0;78;0;1;No
8566.423522;Basic;Master;Employed;F;99652;106;21;80;2;4;No
20003.14091;Extended;Bachelor;Employed;F;33901;84;11;19;1;2;No
3687.169374;Extended;Master;Unemployed;F;0;99;5;68;1;1;No
2822.731903;Extended;College;Unemployed;F;0;77;33;86;0;1;No
4860.910322;Basic;College;Employed;F;39429;62;12;6;0;9;No
3649.194138;Basic;High School or Below;Unemployed;M;0;104;1;50;0;1;No
5043.801276;Basic;High School or Below;Employed;M;35832;65;1;44;0;7;No
2780.845565;Basic;Bachelor;Employed;M;88704;69;16;78;0;1;No
5274.429281;Basic;College;Employed;M;44051;67;21;81;0;3;No
2693.606981;Basic;High School or Below;Unemployed;F;0;74;22;3;0;1;No
21561.71277;Basic;College;Unemployed;M;0;110;11;59;0;2;No
2569.692441;Basic;Bachelor;Employed;F;79297;64;14;44;0;1;No
7422.186246;Basic;High School or Below;Employed;M;23617;189;0;47;0;1;No
2926.5223;Extended;Bachelor;Employed;F;23656;80;11;1;3;1;No
7284.363465;Extended;Bachelor;Employed;F;67780;92;0;72;0;3;No
22721.24078;Extended;Bachelor;Employed;M;26900;97;7;21;1;2;No
8838.085637;Basic;Bachelor;Employed;M;82664;114;24;10;3;9;Yes
13576.143;Basic;High School or Below;Employed;F;94153;111;2;5;0;2;No
3885.456401;Premium;College;Unemployed;M;0;105;3;92;0;1;Yes
6960.920371;Extended;College;Employed;M;74487;88;8;86;0;3;No
23536.74767;Basic;Bachelor;Employed;F;33747;199;29;95;0;2;No
13752.46705;Extended;High School or Below;Unemployed;M;0;131;31;49;1;2;No
3323.856125;Extended;High School or Below;Disabled;F;12762;86;10;14;0;1;No
5380.312218;Basic;Bachelor;Employed;M;93818;66;7;25;0;6;No
14228.23432;Extended;Bachelor;Employed;M;31650;121;25;17;0;2;No
26016.525;Extended;High School or Below;Employed;F;43922;83;2;43;0;2;No
7855.324623;Basic;Bachelor;Employed;M;37229;67;9;36;0;2;No
7423.899674;Basic;Master;Employed;F;36639;62;16;34;0;2;No
2497.543631;Basic;High School or Below;Retired;F;15520;66;21;16;0;1;No
8845.710917;Basic;College;Employed;F;77077;112;11;51;0;7;No
7737.265103;Basic;College;Employed;F;50296;65;26;62;1;2;No
2433.214447;Basic;Bachelor;Employed;F;23737;62;10;65;1;1;No
9156.322563;Premium;College;Employed;M;59624;117;23;44;0;3;No
11747.65373;Basic;Bachelor;Employed;F;58658;74;16;23;0;2;No
11084.60844;Basic;Bachelor;Employed;M;25542;70;21;47;0;2;No
7434.247572;Basic;High School or Below;Employed;M;51408;62;11;92;0;2;No
6347.497519;Extended;Bachelor;Employed;M;42259;81;1;15;0;3;No
2736.944466;Basic;High School or Below;Employed;F;78889;68;0;84;0;1;No
9546.81655;Extended;College;Medical Leave;M;15406;124;7;40;0;3;No
9165.721087;Premium;High School or Below;Employed;F;53792;115;1;8;1;8;No
4479.59882;Basic;Bachelor;Employed;M;36349;117;13;49;3;1;No
38545.70689;Basic;College;Employed;M;41104;109;4;10;0;2;No
9177.953095;Basic;High School or Below;Employed;F;29098;115;21;19;0;4;No
3444.171166;Extended;Bachelor;Unemployed;F;0;93;10;63;0;1;No
16468.22079;Basic;High School or Below;Unemployed;F;0;63;4;52;0;2;Yes
15485.80378;Basic;Master;Employed;F;72026;191;22;72;0;6;No
11700.6441;Premium;High School or Below;Unemployed;M;0;169;7;64;0;3;No
7573.336505;Extended;High School or Below;Employed;F;87615;94;35;63;0;3;No
7091.740512;Basic;High School or Below;Unemployed;M;0;68;13;52;0;2;No
14862.76011;Extended;High School or Below;Unemployed;M;0;82;5;16;0;2;No
7783.78421;Basic;Master;Employed;F;48689;191;15;18;0;1;No
10242.4096;Premium;College;Unemployed;M;0;150;32;20;0;8;No
7281.247847;Basic;College;Unemployed;M;0;103;12;43;0;3;No
6863.706694;Basic;College;Unemployed;M;0;110;14;30;1;5;No
6289.799089;Extended;Bachelor;Employed;M;40675;81;30;15;2;5;No
4716.264294;Basic;High School or Below;Employed;M;25746;61;0;84;1;3;No
5294.28379;Basic;High School or Below;Employed;F;61687;67;13;17;0;3;No
7685.402943;Basic;Bachelor;Employed;M;31686;101;14;45;2;8;No
5638.930838;Basic;Bachelor;Employed;M;20920;74;19;14;0;4;No
2554.033928;Basic;College;Employed;F;22538;64;6;67;0;1;No
8096.312478;Basic;High School or Below;Employed;M;85483;67;8;15;0;2;No
21312.37811;Premium;Master;Employed;F;70734;175;4;35;0;2;No
7981.444703;Basic;College;Employed;F;40639;67;21;77;0;2;No
31269.27308;Extended;High School or Below;Employed;F;90289;99;4;88;3;2;No
73225.95652;Extended;Bachelor;Employed;F;39547;202;11;21;0;2;No
2659.70565;Extended;College;Unemployed;F;0;87;4;4;3;1;Yes
15512.24997;Basic;College;Employed;M;54833;198;22;92;3;3;No
2505.42043;Basic;Master;Employed;F;60546;63;21;71;0;1;No
4898.674401;Basic;College;Employed;M;33938;64;21;76;0;7;No
3113.338974;Extended;Bachelor;Employed;F;85586;77;11;55;0;1;No
17019.0061;Basic;Bachelor;Employed;F;89601;70;1;8;0;2;No
5791.012841;Basic;College;Employed;M;33799;74;8;47;1;3;No
3683.794027;Basic;Master;Unemployed;F;0;100;13;25;1;1;No
3436.134281;Extended;Doctor;Employed;M;30817;88;25;43;0;1;Yes
6297.002886;Basic;Bachelor;Unemployed;M;0;189;15;51;1;1;No
2464.707849;Basic;College;Employed;F;31056;63;5;46;0;1;No
3075.594979;Extended;Bachelor;Employed;M;65017;81;8;16;4;1;No
8428.471635;Basic;College;Disabled;F;12180;113;17;62;0;3;No
2354.495752;Basic;College;Unemployed;M;0;64;19;72;0;1;No
22103.5072;Basic;College;Unemployed;M;0;102;35;48;0;2;Yes
7147.621865;Extended;Bachelor;Employed;M;87454;89;30;88;0;6;No
7842.377593;Extended;College;Employed;F;51001;99;13;49;1;3;No
3554.845264;Extended;Master;Employed;F;58557;88;4;83;0;1;Yes
7251.331956;Basic;Bachelor;Disabled;M;18665;66;9;13;0;2;No
5316.606293;Basic;College;Disabled;F;21299;69;0;1;0;9;No
5210.348372;Basic;Bachelor;Employed;M;89781;66;7;89;0;5;No
2989.912494;Extended;Bachelor;Unemployed;M;0;83;23;11;0;1;No
4270.034394;Extended;College;Unemployed;M;0;122;27;2;0;1;Yes
2524.646973;Basic;Bachelor;Unemployed;F;0;68;11;81;3;1;No
2555.851671;Basic;High School or Below;Employed;F;22881;65;20;10;0;1;No
2320.516874;Basic;College;Unemployed;F;0;63;18;76;0;1;No
2563.394054;Basic;College;Disabled;F;10860;66;30;91;0;1;No
14208.50598;Extended;High School or Below;Unemployed;F;0;131;12;26;0;2;No
8048.371634;Basic;College;Unemployed;F;0;116;24;90;0;9;No
7671.847478;Extended;High School or Below;Employed;F;62582;95;11;46;0;3;No
7584.361069;Extended;College;Employed;F;87473;95;28;7;0;8;No
7145.29959;Extended;College;Employed;F;92681;91;8;23;3;8;No
14083.97061;Basic;College;Employed;F;74916;62;8;34;4;2;No
13055.57087;Premium;High School or Below;Employed;M;58684;162;4;77;0;9;No
9129.872774;Basic;Bachelor;Employed;F;70973;114;6;24;1;3;No
6739.664992;Extended;Bachelor;Unemployed;F;0;93;34;32;0;9;No
4422.883059;Basic;College;Employed;F;21124;112;3;37;0;1;No
4526.606038;Extended;Bachelor;Unemployed;M;0;135;28;66;0;1;No
7048.384055;Basic;College;Medical Leave;M;24030;194;14;0;0;1;No
5218.97082;Basic;Bachelor;Employed;M;21371;66;13;48;0;8;No
5399.57618;Basic;High School or Below;Employed;F;71186;67;11;14;0;6;No
4516.811394;Extended;Master;Unemployed;M;0;124;29;9;0;1;No
3600.934326;Basic;High School or Below;Retired;F;25147;101;7;54;0;1;Yes
3979.586552;Basic;Bachelor;Unemployed;M;0;116;32;57;0;1;No
2533.740057;Basic;Bachelor;Employed;M;53988;64;10;17;0;1;No
4966.767294;Basic;Bachelor;Employed;M;38055;64;7;24;1;8;No
4901.892602;Basic;High School or Below;Employed;M;72859;61;6;5;0;9;No
7751.927614;Premium;Doctor;Employed;M;67787;194;9;73;0;1;No
6880.63389;Basic;High School or Below;Unemployed;M;0;66;24;48;0;2;No
2477.708203;Basic;Bachelor;Employed;F;44280;62;25;3;0;1;No
2727.735302;Extended;College;Unemployed;M;0;78;10;5;0;1;No
5626.572446;Basic;College;Employed;F;59782;70;29;51;0;9;No
4650.063763;Basic;College;Retired;M;28215;65;15;26;0;3;Yes
2396.219292;Basic;Bachelor;Unemployed;F;0;66;6;71;2;1;Yes
5432.862643;Extended;Master;Employed;M;49919;134;27;5;0;1;No
8693.649178;Basic;High School or Below;Employed;M;88294;108;0;50;0;6;No
15759.62394;Basic;College;Employed;M;55800;66;12;91;0;2;No
22658.53652;Basic;Bachelor;Retired;M;23665;67;19;50;0;2;Yes
5720.897922;Basic;High School or Below;Employed;F;32224;72;27;21;0;3;No
8925.632207;Basic;High School or Below;Employed;M;23860;114;25;57;1;3;No
2936.726182;Basic;High School or Below;Employed;F;27179;74;32;69;0;1;No
2592.890469;Basic;Master;Employed;F;35705;65;19;45;0;1;No
4920.77107;Premium;High School or Below;Unemployed;M;0;143;13;28;0;1;No
32437.0535;Extended;College;Unemployed;F;0;99;15;85;0;2;No
2577.319607;Basic;High School or Below;Employed;M;74215;64;27;41;0;1;No
4737.841289;Premium;Bachelor;Employed;M;63977;118;10;78;0;1;No
24660.48825;Basic;College;Medical Leave;M;22070;72;25;33;0;2;No
2499.411829;Basic;High School or Below;Unemployed;F;0;72;15;47;0;1;No
2722.210707;Basic;College;Medical Leave;F;17576;71;29;70;0;1;Yes
4083.560673;Basic;College;Disabled;F;13483;107;9;60;0;1;No
9783.628981;Extended;College;Unemployed;M;0;136;33;21;0;5;No
10492.97256;Extended;College;Employed;M;72297;87;17;37;2;2;No
3237.996209;Extended;Master;Employed;M;60244;83;3;72;3;1;Yes
4045.341004;Premium;High School or Below;Employed;F;77237;102;6;84;0;1;No
4711.845199;Extended;College;Unemployed;F;0;129;15;73;0;1;No
2416.479564;Basic;Bachelor;Unemployed;M;0;68;13;93;0;1;No
31803.30779;Basic;Master;Disabled;F;25663;114;20;89;0;2;No
4818.635094;Basic;Bachelor;Unemployed;M;0;71;26;80;0;9;No
8605.495006;Basic;High School or Below;Employed;M;47589;109;35;44;1;7;No
4035.769432;Premium;Bachelor;Unemployed;M;0;112;6;73;0;1;No
8622.835375;Basic;Bachelor;Employed;M;97361;73;6;85;0;2;Yes
5553.801956;Basic;College;Medical Leave;F;26441;71;16;28;0;5;No
24868.24096;Extended;High School or Below;Unemployed;F;0;128;12;9;0;2;No
5046.892442;Basic;Bachelor;Medical Leave;F;29957;65;19;72;0;7;No
8031.706693;Basic;High School or Below;Employed;M;40082;69;6;18;0;2;No
8622.835375;Basic;Bachelor;Employed;M;97361;73;6;85;0;2;Yes
9161.655119;Basic;High School or Below;Employed;F;91763;113;22;64;0;3;No
5956.545724;Basic;High School or Below;Employed;F;48993;74;6;29;0;4;No
8496.063681;Basic;Bachelor;Employed;M;24031;109;0;72;0;7;No
4376.363592;Premium;Bachelor;Employed;F;63774;111;18;63;0;1;Yes
22332.43946;Extended;College;Employed;M;49078;97;10;3;0;2;Yes
20631.15177;Extended;Master;Employed;M;28935;87;24;93;0;2;No
3933.813993;Basic;High School or Below;Employed;M;25927;103;6;20;0;1;Yes
4928.648668;Extended;High School or Below;Employed;M;52507;123;23;55;0;1;No
5414.320958;Basic;Bachelor;Unemployed;F;0;74;17;51;0;4;No
10571.5377;Basic;Bachelor;Employed;F;94137;65;16;27;0;2;No
5439.3601;Basic;High School or Below;Employed;F;69186;69;24;16;0;3;No
7648.25947;Extended;Doctor;Employed;F;91071;94;21;25;2;3;No
5421.537952;Basic;High School or Below;Employed;M;85447;71;23;2;2;3;No
5714.246379;Extended;High School or Below;Unemployed;M;0;79;3;66;0;9;No
11255.46343;Extended;Bachelor;Employed;F;88858;93;2;60;0;2;No
5420.339434;Basic;Bachelor;Employed;M;21881;69;9;27;0;5;No
2980.464566;Basic;College;Employed;M;72669;74;29;39;0;1;No
10892.90825;Extended;College;Employed;M;68025;91;15;17;0;2;No
11638.89947;Basic;College;Medical Leave;F;25370;102;10;77;0;2;Yes
7295.42703;Basic;Bachelor;Employed;M;26849;62;5;0;0;2;No
5373.724065;Basic;High School or Below;Unemployed;F;0;72;2;83;0;3;No
8152.244431;Extended;High School or Below;Unemployed;M;0;79;19;70;0;2;No
13081.3077;Basic;High School or Below;Employed;M;89948;110;17;53;1;2;No
4496.977642;Basic;Bachelor;Unemployed;F;0;63;14;45;0;3;No
13727.79972;Extended;College;Unemployed;M;0;126;12;4;0;2;Yes
3359.239423;Extended;Bachelor;Employed;M;97576;83;1;49;1;1;No
3703.437656;Extended;High School or Below;Employed;F;23120;93;5;87;0;1;No
3105.35094;Extended;High School or Below;Employed;F;97234;78;13;39;0;1;No
4893.979609;Basic;High School or Below;Disabled;M;25572;65;0;30;0;3;No
10208.92761;Extended;College;Employed;F;35482;129;21;59;0;3;Yes
8954.434101;Premium;College;Employed;M;34614;114;6;9;0;3;No
4236.468669;Premium;Bachelor;Employed;F;59038;105;0;31;0;1;No
5234.780561;Basic;High School or Below;Unemployed;M;0;73;7;60;0;3;No
3939.00637;Extended;Bachelor;Employed;F;60021;99;12;28;0;1;Yes
8396.605358;Basic;Bachelor;Employed;F;47593;72;33;52;0;2;No
2141.979314;Basic;Bachelor;Unemployed;M;0;67;3;79;1;1;No
6185.9699;Extended;College;Retired;M;28001;83;15;42;0;5;No
9640.532979;Extended;Bachelor;Employed;F;30431;122;6;16;0;3;No
4241.636538;Basic;Master;Medical Leave;M;19834;64;26;8;4;8;No
3436.448003;Extended;College;Employed;F;30509;88;15;76;0;1;No
4897.979559;Basic;High School or Below;Employed;F;30503;63;32;57;3;5;No
17788.05705;Extended;Doctor;Employed;M;73339;89;34;13;0;2;No
3268.323585;Extended;College;Unemployed;F;0;93;9;35;0;1;No
2819.114769;Basic;High School or Below;Employed;F;88067;70;19;59;0;1;No
7019.177186;Basic;College;Retired;M;26806;63;32;19;0;2;Yes
4108.257228;Basic;High School or Below;Unemployed;M;0;114;7;90;0;1;No
2195.911185;Basic;High School or Below;Unemployed;F;0;63;27;47;0;1;No
3808.122147;Extended;College;Employed;F;94903;94;3;38;0;1;Yes
23435.72605;Basic;High School or Below;Employed;F;42862;65;34;29;0;2;No
6739.316292;Extended;High School or Below;Unemployed;M;0;96;16;43;0;7;No
23554.392;Basic;High School or Below;Employed;M;31157;100;23;49;0;2;No
2874.074736;Basic;Doctor;Employed;M;44084;72;26;87;0;1;No
6135.083838;Extended;Master;Employed;F;43579;77;12;17;0;8;No
6900.951275;Extended;High School or Below;Unemployed;F;0;92;27;50;0;7;No
4524.642758;Basic;High School or Below;Unemployed;F;0;65;30;59;2;3;No
2560.082499;Basic;Doctor;Employed;F;88059;63;15;98;0;1;No
2333.609334;Basic;Bachelor;Disabled;M;25772;64;13;52;0;1;No
5783.175676;Basic;College;Employed;M;72354;73;9;10;0;8;No
13295.60284;Basic;High School or Below;Employed;F;68009;110;1;2;0;2;No
3700.420255;Extended;Bachelor;Medical Leave;F;12287;99;11;49;0;1;No
6488.89559;Extended;Bachelor;Employed;F;95025;81;15;12;0;8;No
7693.119768;Extended;College;Employed;F;54665;97;0;60;1;3;No
2630.213326;Basic;College;Employed;M;80129;66;6;70;0;1;No
2287.91729;Basic;Bachelor;Employed;F;69024;61;27;32;5;1;No
4648.539191;Extended;Bachelor;Unemployed;F;0;121;11;10;0;1;No
9209.41167;Basic;High School or Below;Employed;F;31365;115;1;12;0;7;No
9269.677845;Basic;High School or Below;Medical Leave;M;27849;119;24;94;0;3;No
15002.60308;Extended;High School or Below;Disabled;F;19245;84;5;61;1;2;No
8427.172486;Extended;Bachelor;Employed;F;46503;215;4;21;1;1;Yes
3011.766294;Extended;College;Employed;M;77912;76;5;40;0;1;No
12898.59142;Premium;Bachelor;Employed;M;37449;111;18;69;1;2;No
