Id;age;years_of_experience;lesson_price;qualification;physics;chemistry;biology;english;geography;history;mean_exam_points
8070;52.0;3.0;1100.0;1.0;No;No;No;No;No;No;55.0
8071;43.0;4.0;2350.0;3.0;No;No;No;No;No;No;87.0
8072;63.0;1.0;1150.0;1.0;No;No;No;No;No;No;64.0
8073;41.0;7.0;900.0;1.0;No;No;No;No;No;No;48.0
8074;50.0;1.0;2200.0;2.0;No;Yes;No;No;No;No;72.0
8075;43.0;4.0;2350.0;3.0;No;No;Yes;No;No;No;85.0
8076;55.0;2.0;2350.0;2.0;No;Yes;No;No;No;No;70.0
8077;60.0;0.0;1300.0;1.0;Yes;No;Yes;Yes;No;No;68.0
8078;38.0;5.0;1500.0;1.0;No;No;Yes;Yes;No;No;42.0
8079;43.0;2.0;2000.0;2.0;No;Yes;No;No;No;No;77.0
8080;62.0;5.0;1550.0;1.0;No;No;No;No;No;No;49.0
8081;59.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;55.0
8082;55.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;74.0
8083;60.0;2.0;1450.0;1.0;Yes;No;No;No;No;No;65.0
8084;38.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;78.0
8085;48.0;1.0;1200.0;1.0;No;No;No;No;No;No;60.0
8086;43.0;1.0;1550.0;1.0;Yes;Yes;No;No;No;No;42.0
8087;23.0;2.0;1450.0;1.0;Yes;No;No;No;No;No;67.0
8088;41.0;3.0;1100.0;1.0;No;No;No;No;No;No;45.0
8089;50.0;3.0;1200.0;1.0;Yes;No;No;No;No;No;71.0
8090;52.0;2.0;1250.0;1.0;No;Yes;No;No;No;No;52.0
8091;50.0;1.0;1650.0;2.0;No;No;No;No;No;No;67.0
8092;58.0;3.0;1650.0;1.0;Yes;No;No;No;No;No;60.0
8093;50.0;3.0;1350.0;2.0;No;No;No;No;No;No;48.0
8094;54.0;1.0;1400.0;1.0;No;No;No;No;No;No;64.0
8095;40.0;3.0;1500.0;2.0;Yes;No;No;No;No;No;72.0
8096;61.0;2.0;2250.0;2.0;No;No;No;No;No;No;70.0
8097;52.0;3.0;1500.0;2.0;No;Yes;No;No;No;No;65.0
8098;51.0;5.0;2850.0;3.0;No;No;No;No;No;No;84.0
8099;50.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;53.0
8100;33.0;4.0;1600.0;1.0;No;No;Yes;No;No;No;39.0
8101;41.0;0.0;1450.0;1.0;Yes;Yes;No;No;No;No;65.0
8102;61.0;0.0;2200.0;2.0;No;No;No;No;No;No;67.0
8103;36.0;0.0;1150.0;1.0;No;No;No;No;No;No;58.0
8104;32.0;2.0;1550.0;1.0;No;No;No;No;No;No;39.0
8105;42.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;55.0
8106;54.0;0.0;1450.0;2.0;Yes;No;No;No;No;Yes;64.0
8107;42.0;3.0;1550.0;2.0;No;No;Yes;No;No;No;63.0
8108;48.0;4.0;2400.0;3.0;No;No;No;No;No;No;91.0
8109;58.0;5.0;2950.0;2.0;No;No;No;No;No;No;81.0
8110;42.0;4.0;2650.0;3.0;No;No;No;No;No;No;78.0
8111;36.0;1.0;1300.0;1.0;Yes;No;No;No;No;No;65.0
8112;49.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;65.0
8113;52.0;2.0;1500.0;1.0;No;Yes;No;No;No;No;57.0
8114;51.0;1.0;1200.0;1.0;No;No;No;No;No;No;59.0
8115;57.0;1.0;1100.0;1.0;No;Yes;No;No;No;No;51.0
8116;44.0;4.0;2500.0;3.0;No;No;No;No;No;No;82.0
8117;30.0;3.0;1800.0;2.0;Yes;No;No;No;No;No;72.0
8118;49.0;3.0;1700.0;2.0;No;No;No;No;No;No;64.0
8119;59.0;3.0;2150.0;2.0;No;Yes;No;No;No;No;75.0
8120;32.0;2.0;1000.0;1.0;No;No;No;No;No;No;56.0
8121;50.0;3.0;1200.0;1.0;No;No;Yes;No;No;No;47.0
8122;37.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;53.0
8123;48.0;0.0;1300.0;1.0;No;No;Yes;No;No;No;67.0
8124;45.0;2.0;1800.0;2.0;Yes;No;No;No;No;No;71.0
8125;49.0;3.0;1100.0;1.0;No;No;No;No;No;No;56.0
8126;62.0;3.0;1900.0;2.0;No;No;No;No;No;No;68.0
8127;33.0;3.0;1400.0;1.0;No;No;No;No;No;No;51.0
8128;38.0;0.0;1350.0;1.0;No;No;No;No;No;No;61.0
8129;57.0;6.0;3100.0;3.0;Yes;Yes;No;No;No;No;88.0
8130;41.0;3.0;2650.0;3.0;Yes;No;No;No;No;No;92.0
8131;42.0;1.0;1450.0;1.0;Yes;No;No;No;No;No;42.0
8132;58.0;4.0;1950.0;2.0;Yes;Yes;No;No;Yes;Yes;78.0
8133;42.0;2.0;1250.0;1.0;Yes;No;No;No;Yes;No;61.0
8134;45.0;2.0;850.0;1.0;Yes;No;No;No;No;No;59.0
8135;45.0;3.0;1650.0;2.0;No;Yes;No;No;No;No;58.0
8136;42.0;0.0;1500.0;2.0;No;No;No;No;No;No;58.0
8137;48.0;3.0;1900.0;2.0;Yes;No;No;No;No;No;77.0
8138;34.0;0.0;1400.0;1.0;No;No;Yes;No;No;No;59.0
8139;42.0;5.0;800.0;2.0;Yes;No;Yes;No;No;No;62.0
8140;47.0;2.0;1600.0;1.0;No;No;No;No;No;No;64.0
8141;45.0;2.0;1300.0;1.0;Yes;No;No;No;No;No;73.0
8142;39.0;3.0;2600.0;3.0;No;No;No;No;No;No;77.0
8143;42.0;7.0;1400.0;1.0;No;Yes;No;No;Yes;No;58.0
8144;53.0;4.0;2750.0;3.0;Yes;No;No;No;No;No;88.0
8145;24.0;1.0;1450.0;1.0;Yes;No;No;No;No;No;65.0
8146;53.0;0.0;1250.0;1.0;No;No;Yes;Yes;No;Yes;54.0
8147;46.0;5.0;2250.0;3.0;Yes;No;No;No;No;No;81.0
8148;47.0;1.0;1600.0;2.0;No;No;No;No;Yes;No;56.0
8149;48.0;0.0;1450.0;2.0;Yes;No;No;Yes;No;No;58.0
8150;45.0;0.0;1450.0;2.0;No;No;No;No;No;No;58.0
8151;62.0;3.0;1500.0;1.0;No;No;Yes;No;No;No;65.0
8152;49.0;5.0;1750.0;1.0;No;No;No;No;No;No;35.0
8153;44.0;4.0;1800.0;2.0;No;No;No;No;No;No;55.0
8154;48.0;4.0;900.0;1.0;No;No;No;No;No;No;68.0
8155;47.0;1.0;2050.0;3.0;No;No;No;No;No;No;66.0
8156;37.0;3.0;2150.0;1.0;No;No;No;No;No;No;64.0
8157;41.0;1.0;1650.0;2.0;Yes;No;No;No;No;No;61.0
8158;38.0;4.0;1650.0;1.0;Yes;No;No;No;No;No;65.0
8159;47.0;5.0;1300.0;2.0;Yes;No;No;No;No;No;73.0
8160;32.0;2.0;2800.0;3.0;No;No;No;No;No;No;81.0
8161;48.0;2.0;1500.0;1.0;No;No;No;No;No;No;37.0
8162;47.0;0.0;1750.0;2.0;No;No;No;No;No;No;70.0
8163;53.0;5.0;1100.0;2.0;Yes;No;No;No;No;No;69.0
8164;36.0;0.0;1700.0;2.0;Yes;No;No;No;No;No;68.0
8165;62.0;2.0;1550.0;2.0;Yes;No;No;No;No;No;57.0
8166;42.0;4.0;1950.0;3.0;Yes;No;No;No;No;No;87.0
8167;45.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;89.0
8168;47.0;2.0;1700.0;2.0;No;No;No;No;No;No;69.0
8169;51.0;3.0;2200.0;3.0;No;No;Yes;No;No;No;76.0
8170;59.0;1.0;2150.0;2.0;No;No;No;No;No;No;67.0
8171;60.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;60.0
8172;42.0;3.0;750.0;1.0;Yes;No;No;No;No;No;53.0
8173;53.0;6.0;3300.0;3.0;Yes;No;No;No;No;No;84.0
8174;48.0;0.0;1250.0;1.0;Yes;Yes;Yes;No;No;No;61.0
8175;43.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;47.0
8176;50.0;4.0;650.0;1.0;No;No;No;No;Yes;No;58.0
8177;48.0;0.0;2250.0;3.0;Yes;No;No;No;No;No;90.0
8178;55.0;2.0;1400.0;1.0;No;No;No;No;No;No;61.0
8179;24.0;2.0;2350.0;2.0;No;No;No;No;No;No;68.0
8180;42.0;4.0;1650.0;3.0;Yes;No;No;No;No;No;81.0
8181;54.0;4.0;1900.0;1.0;Yes;Yes;No;No;No;No;48.0
8182;45.0;2.0;1650.0;2.0;No;Yes;No;No;No;No;67.0
8183;59.0;1.0;2250.0;2.0;No;No;No;No;No;No;66.0
8184;53.0;1.0;1200.0;1.0;No;No;No;No;No;No;56.0
8185;42.0;2.0;2150.0;2.0;No;No;No;No;No;No;72.0
8186;48.0;0.0;2250.0;3.0;No;Yes;No;No;No;No;86.0
8187;55.0;2.0;1450.0;2.0;Yes;Yes;No;No;No;No;65.0
8188;62.0;2.0;1100.0;1.0;No;No;No;No;No;No;47.0
8189;48.0;1.0;2050.0;1.0;No;Yes;No;No;No;No;65.0
8190;50.0;1.0;1200.0;1.0;Yes;Yes;No;No;No;No;57.0
8191;43.0;3.0;1200.0;2.0;Yes;No;No;No;No;No;59.0
8192;52.0;4.0;2150.0;3.0;No;Yes;No;No;No;No;78.0
8193;52.0;2.0;1150.0;1.0;No;No;Yes;No;No;No;55.0
8194;43.0;5.0;1750.0;2.0;No;No;No;No;No;No;55.0
8195;34.0;2.0;1300.0;1.0;Yes;No;Yes;No;No;No;59.0
8196;53.0;2.0;1600.0;1.0;No;No;No;No;No;No;60.0
8197;36.0;6.0;1550.0;2.0;No;Yes;Yes;No;No;No;54.0
8198;59.0;2.0;2050.0;2.0;No;No;Yes;No;No;No;70.0
8199;32.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;62.0
8200;45.0;0.0;1500.0;2.0;No;No;Yes;No;No;No;60.0
8201;39.0;2.0;1850.0;2.0;No;No;No;No;No;No;68.0
8202;40.0;2.0;1000.0;1.0;Yes;No;No;No;No;Yes;56.0
8203;44.0;4.0;2450.0;3.0;No;No;No;No;No;No;79.0
8204;35.0;0.0;1300.0;1.0;Yes;No;No;No;No;No;70.0
8205;36.0;0.0;1550.0;1.0;Yes;No;No;No;No;No;50.0
8206;38.0;1.0;1800.0;1.0;No;No;No;No;No;No;65.0
8207;56.0;1.0;1200.0;1.0;No;No;No;No;No;No;57.0
8208;37.0;2.0;1100.0;1.0;Yes;No;No;No;No;No;66.0
8209;47.0;1.0;1300.0;1.0;No;No;No;No;No;Yes;59.0
8210;51.0;0.0;1450.0;2.0;No;No;No;No;No;No;54.0
8211;61.0;2.0;1350.0;1.0;Yes;No;No;No;No;No;51.0
8212;49.0;3.0;1200.0;3.0;Yes;No;Yes;No;No;No;54.0
8213;45.0;1.0;1350.0;1.0;No;No;Yes;No;No;No;65.0
8214;34.0;2.0;1400.0;1.0;Yes;No;No;No;No;No;71.0
8215;57.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;58.0
8216;58.0;0.0;1450.0;2.0;No;No;Yes;No;No;No;61.0
8217;43.0;2.0;1400.0;1.0;Yes;No;No;No;No;No;47.0
8218;39.0;1.0;1650.0;2.0;No;No;No;No;No;No;50.0
8219;39.0;0.0;1450.0;1.0;Yes;No;No;No;No;No;74.0
8220;49.0;3.0;2450.0;2.0;Yes;No;No;No;Yes;No;77.0
8221;55.0;5.0;1200.0;2.0;No;No;No;No;No;No;49.0
8222;53.0;1.0;1200.0;1.0;No;No;No;No;No;No;51.0
8223;48.0;0.0;1550.0;1.0;No;No;No;No;No;No;40.0
8224;38.0;4.0;1450.0;1.0;No;No;No;No;No;No;61.0
8225;46.0;0.0;2200.0;2.0;No;Yes;No;No;No;No;73.0
8226;38.0;0.0;1200.0;1.0;No;No;No;Yes;No;No;49.0
8227;39.0;5.0;1500.0;2.0;No;No;No;No;No;No;76.0
8228;49.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;81.0
8229;51.0;1.0;1500.0;2.0;No;No;No;No;No;No;49.0
8230;47.0;2.0;1550.0;1.0;No;No;No;No;No;No;60.0
8231;46.0;2.0;1750.0;2.0;No;No;No;No;No;No;66.0
8232;56.0;0.0;1200.0;1.0;No;Yes;No;No;No;No;52.0
8233;38.0;2.0;1650.0;2.0;No;Yes;No;No;No;No;56.0
8234;38.0;0.0;1350.0;1.0;Yes;No;No;No;No;No;67.0
8235;33.0;1.0;1500.0;1.0;No;No;Yes;No;No;No;35.0
8236;41.0;2.0;1200.0;1.0;No;No;No;No;No;No;67.0
8237;34.0;1.0;2200.0;2.0;No;No;No;No;No;No;69.0
8238;40.0;5.0;2500.0;3.0;No;No;No;No;No;No;81.0
8239;51.0;4.0;950.0;1.0;Yes;No;No;No;No;No;43.0
8240;39.0;1.0;2150.0;2.0;No;No;No;No;No;No;68.0
8241;50.0;3.0;1300.0;1.0;No;No;No;No;No;Yes;62.0
8242;56.0;1.0;1300.0;1.0;No;Yes;No;No;No;No;68.0
8243;48.0;0.0;2150.0;2.0;No;No;No;No;No;No;75.0
8244;44.0;1.0;1450.0;1.0;No;No;Yes;No;No;No;40.0
8245;52.0;3.0;1550.0;1.0;No;No;No;No;No;No;67.0
8246;55.0;3.0;1500.0;1.0;Yes;Yes;No;No;No;No;69.0
8247;50.0;6.0;2200.0;2.0;Yes;Yes;No;No;No;No;78.0
8248;51.0;0.0;1350.0;1.0;Yes;Yes;No;No;No;No;73.0
8249;26.0;5.0;1500.0;1.0;Yes;Yes;No;No;No;No;49.0
8250;44.0;1.0;1500.0;1.0;No;No;No;No;No;No;43.0
8251;49.0;4.0;1550.0;1.0;Yes;No;No;No;No;No;67.0
8252;31.0;1.0;1750.0;1.0;Yes;No;Yes;No;No;No;50.0
8253;56.0;2.0;1550.0;2.0;Yes;No;Yes;No;No;No;67.0
8254;49.0;3.0;1750.0;2.0;No;No;No;No;No;No;61.0
8255;38.0;3.0;2250.0;3.0;Yes;No;No;No;No;No;94.0
8256;50.0;4.0;1350.0;1.0;No;No;No;No;No;No;56.0
8257;50.0;0.0;1450.0;1.0;No;No;Yes;No;No;No;66.0
8258;40.0;3.0;1450.0;1.0;Yes;No;Yes;No;No;No;70.0
8259;41.0;3.0;2250.0;2.0;No;No;No;No;No;No;74.0
8260;39.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;80.0
8261;35.0;3.0;2400.0;3.0;Yes;Yes;Yes;No;No;No;92.0
8262;53.0;2.0;2100.0;2.0;Yes;No;No;No;No;No;70.0
8263;46.0;3.0;2150.0;3.0;No;Yes;No;Yes;No;No;80.0
8264;49.0;2.0;1500.0;2.0;Yes;No;No;Yes;No;No;65.0
8265;49.0;0.0;1500.0;1.0;Yes;No;No;No;No;No;48.0
8266;44.0;0.0;2150.0;2.0;No;No;No;No;No;No;65.0
8267;55.0;0.0;2200.0;2.0;No;No;No;No;No;No;75.0
8268;37.0;2.0;1250.0;1.0;No;No;No;No;No;No;62.0
8269;56.0;3.0;1550.0;1.0;No;No;No;No;No;No;54.0
8270;35.0;0.0;1200.0;1.0;No;No;No;No;No;No;58.0
8271;35.0;3.0;2000.0;2.0;No;No;No;No;No;No;73.0
8272;49.0;3.0;1200.0;1.0;Yes;No;No;Yes;No;No;58.0
8273;44.0;0.0;2200.0;2.0;No;Yes;No;No;No;No;69.0
8274;48.0;1.0;1600.0;1.0;No;No;No;No;No;No;37.0
8275;44.0;4.0;1750.0;2.0;No;Yes;No;No;No;No;64.0
8276;37.0;0.0;1750.0;2.0;No;Yes;No;No;No;No;67.0
8277;39.0;3.0;3050.0;1.0;No;No;No;Yes;No;No;85.0
8278;54.0;5.0;3050.0;3.0;Yes;No;No;No;No;No;90.0
8279;45.0;2.0;1250.0;1.0;No;No;No;No;No;No;65.0
8280;45.0;1.0;1300.0;1.0;No;No;No;No;No;No;48.0
8281;46.0;5.0;1400.0;2.0;No;No;No;No;No;No;56.0
8282;36.0;3.0;2950.0;3.0;No;No;No;No;No;No;90.0
8283;48.0;2.0;1300.0;1.0;No;No;No;No;No;No;58.0
8284;44.0;3.0;1500.0;2.0;No;No;No;No;No;No;50.0
8285;47.0;1.0;1100.0;1.0;Yes;No;No;No;No;No;63.0
8286;53.0;2.0;1350.0;1.0;Yes;No;No;No;No;No;72.0
8287;43.0;1.0;1350.0;1.0;No;No;No;No;No;No;62.0
8288;65.0;3.0;1200.0;1.0;No;No;Yes;No;No;No;61.0
8289;37.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;56.0
8290;59.0;2.0;1350.0;1.0;No;No;No;No;No;No;37.0
8291;52.0;3.0;1250.0;1.0;Yes;No;Yes;No;No;No;59.0
8292;38.0;4.0;2050.0;2.0;Yes;Yes;No;No;No;No;76.0
8293;30.0;2.0;2200.0;3.0;Yes;No;No;Yes;No;No;85.0
8294;41.0;6.0;1000.0;1.0;No;No;No;No;No;No;58.0
8295;44.0;0.0;1200.0;1.0;No;No;No;No;No;No;49.0
8296;31.0;3.0;1450.0;1.0;No;No;No;No;No;No;57.0
8297;46.0;0.0;1500.0;2.0;Yes;No;Yes;No;No;No;60.0
8298;47.0;2.0;2100.0;3.0;Yes;Yes;Yes;No;No;No;92.0
8299;36.0;3.0;2300.0;3.0;No;No;No;No;No;No;80.0
8300;47.0;2.0;2200.0;2.0;No;No;No;No;No;No;73.0
8301;38.0;4.0;2050.0;3.0;No;No;No;No;No;No;85.0
8302;36.0;2.0;1650.0;1.0;Yes;No;No;No;No;No;51.0
8303;33.0;2.0;2000.0;2.0;Yes;No;No;No;No;No;81.0
8304;38.0;3.0;2950.0;3.0;Yes;No;No;No;No;No;93.0
8305;49.0;6.0;1450.0;1.0;Yes;No;Yes;No;No;No;72.0
8306;35.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;68.0
8307;46.0;4.0;750.0;1.0;Yes;No;No;No;No;No;63.0
8308;60.0;4.0;2450.0;2.0;No;No;No;No;No;No;65.0
8309;54.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;55.0
8310;45.0;1.0;1350.0;1.0;No;No;No;No;No;No;64.0
8311;41.0;0.0;1750.0;2.0;No;No;No;No;No;No;68.0
8312;46.0;5.0;2150.0;3.0;No;No;No;No;No;No;91.0
8313;49.0;3.0;1600.0;2.0;No;No;No;No;No;No;64.0
8314;40.0;4.0;1200.0;1.0;No;No;No;No;No;No;58.0
8315;54.0;2.0;2100.0;2.0;Yes;No;No;No;No;No;81.0
8316;50.0;3.0;1650.0;2.0;No;No;No;No;Yes;No;68.0
8317;42.0;2.0;1650.0;2.0;Yes;No;No;Yes;No;No;61.0
8318;41.0;3.0;1200.0;1.0;Yes;No;No;Yes;No;No;63.0
8319;38.0;0.0;1350.0;2.0;No;No;No;No;No;No;66.0
8320;49.0;1.0;2250.0;2.0;No;Yes;No;No;No;No;75.0
8321;47.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;76.0
8322;26.0;1.0;2100.0;2.0;No;No;Yes;No;No;No;74.0
8323;33.0;1.0;1750.0;2.0;No;No;No;No;No;No;65.0
8324;41.0;3.0;1000.0;1.0;Yes;No;No;No;No;No;64.0
8325;45.0;7.0;1100.0;1.0;No;No;No;No;No;No;51.0
8326;48.0;0.0;1450.0;1.0;No;No;No;No;No;No;57.0
8327;39.0;2.0;2350.0;1.0;Yes;Yes;No;No;No;No;79.0
8328;34.0;1.0;1250.0;1.0;No;No;Yes;No;No;No;63.0
8329;53.0;5.0;2250.0;3.0;No;No;No;No;No;No;83.0
8330;28.0;4.0;2600.0;2.0;No;No;No;No;No;No;72.0
8331;60.0;3.0;1450.0;1.0;Yes;Yes;Yes;Yes;No;No;51.0
8332;57.0;1.0;2200.0;3.0;No;No;No;No;No;No;83.0
8333;54.0;0.0;1500.0;1.0;Yes;No;No;No;No;No;45.0
8334;52.0;1.0;2250.0;3.0;Yes;Yes;No;No;No;No;80.0
8335;49.0;4.0;2600.0;3.0;No;No;No;No;No;No;80.0
8336;51.0;4.0;1350.0;1.0;No;No;No;No;No;No;69.0
8337;49.0;3.0;1050.0;2.0;No;Yes;No;No;No;No;53.0
8338;43.0;0.0;1150.0;1.0;No;No;No;No;Yes;No;51.0
8339;51.0;6.0;3050.0;2.0;No;No;No;No;Yes;No;78.0
8340;45.0;2.0;1250.0;1.0;No;No;No;No;No;No;62.0
8341;39.0;3.0;2700.0;3.0;Yes;Yes;No;No;No;No;92.0
8342;46.0;3.0;1650.0;2.0;No;Yes;Yes;No;No;No;67.0
8343;42.0;0.0;1550.0;1.0;No;No;No;No;No;No;36.0
8344;51.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;52.0
8345;46.0;3.0;2400.0;2.0;Yes;No;No;No;No;No;75.0
8346;52.0;2.0;1900.0;2.0;Yes;No;No;No;No;No;73.0
8347;59.0;1.0;1050.0;1.0;No;No;No;No;No;No;54.0
8348;40.0;5.0;1250.0;1.0;No;No;Yes;No;No;No;67.0
8349;46.0;1.0;1600.0;2.0;No;No;No;Yes;No;No;59.0
8350;41.0;0.0;1700.0;3.0;Yes;No;No;No;No;No;66.0
8351;49.0;0.0;1500.0;1.0;No;No;No;No;No;No;39.0
8352;49.0;1.0;2100.0;2.0;No;No;No;No;No;No;68.0
8353;43.0;3.0;1400.0;2.0;Yes;No;No;No;No;No;73.0
8354;50.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;66.0
8355;61.0;7.0;3000.0;3.0;Yes;No;No;No;No;No;91.0
8356;41.0;2.0;1850.0;2.0;Yes;No;No;No;No;No;70.0
8357;46.0;4.0;2350.0;3.0;Yes;No;No;No;No;No;90.0
8358;41.0;4.0;1050.0;1.0;Yes;No;No;No;No;No;62.0
8359;40.0;2.0;1450.0;1.0;Yes;No;No;No;No;No;66.0
8360;41.0;0.0;1550.0;1.0;Yes;No;No;No;No;No;48.0
8361;41.0;0.0;1750.0;2.0;No;No;No;No;No;No;66.0
8362;40.0;1.0;1250.0;1.0;No;No;No;No;No;No;51.0
8363;38.0;0.0;1350.0;1.0;No;No;No;No;No;No;59.0
8364;48.0;3.0;1450.0;2.0;No;No;Yes;No;No;No;58.0
8365;33.0;3.0;1050.0;1.0;No;No;No;No;No;No;62.0
8366;56.0;0.0;1700.0;2.0;Yes;Yes;No;Yes;No;No;71.0
8367;35.0;3.0;2050.0;3.0;No;No;No;No;No;No;85.0
8368;50.0;3.0;1400.0;1.0;No;No;No;No;No;No;42.0
8369;42.0;0.0;1250.0;1.0;No;No;No;No;No;No;49.0
8370;35.0;3.0;2400.0;3.0;No;No;No;No;No;No;88.0
8371;58.0;1.0;1550.0;2.0;No;No;No;No;No;No;53.0
8372;43.0;2.0;1900.0;2.0;No;No;No;No;No;No;64.0
8373;47.0;3.0;1300.0;2.0;Yes;No;No;Yes;No;No;60.0
8374;46.0;1.0;1350.0;3.0;Yes;No;Yes;No;No;No;61.0
8375;58.0;3.0;1750.0;2.0;No;No;No;No;No;No;61.0
8376;50.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;61.0
8377;42.0;0.0;1450.0;2.0;Yes;Yes;No;No;No;No;65.0
8378;44.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;73.0
8379;40.0;4.0;2100.0;2.0;No;No;No;No;No;No;59.0
8380;44.0;1.0;1150.0;1.0;No;No;No;No;No;No;56.0
8381;52.0;2.0;1200.0;1.0;No;No;Yes;No;No;No;43.0
8382;51.0;3.0;1300.0;2.0;Yes;No;No;Yes;No;No;68.0
8383;46.0;3.0;1200.0;1.0;No;No;No;No;No;No;41.0
8384;45.0;3.0;1200.0;1.0;No;No;No;No;No;No;57.0
8385;44.0;4.0;3250.0;3.0;No;No;No;No;No;No;83.0
8386;44.0;5.0;1500.0;2.0;No;No;No;No;No;No;59.0
8387;40.0;0.0;2250.0;3.0;Yes;No;No;No;No;No;88.0
8388;43.0;0.0;2200.0;3.0;No;No;No;No;No;No;73.0
8389;49.0;1.0;1500.0;1.0;Yes;Yes;Yes;No;No;No;49.0
8390;49.0;0.0;1350.0;1.0;No;No;No;No;No;No;61.0
8391;39.0;3.0;1450.0;1.0;Yes;No;No;Yes;No;No;65.0
8392;49.0;1.0;1650.0;2.0;No;Yes;No;No;No;No;58.0
8393;48.0;4.0;2800.0;3.0;Yes;No;No;No;No;No;100.0
8394;45.0;3.0;1650.0;1.0;No;No;No;No;No;No;60.0
8395;58.0;3.0;1050.0;1.0;Yes;No;No;No;No;No;58.0
8396;50.0;3.0;1850.0;1.0;Yes;No;Yes;No;No;No;49.0
8397;45.0;3.0;2100.0;3.0;No;No;No;No;No;No;83.0
8398;44.0;1.0;1100.0;1.0;Yes;No;No;No;No;No;54.0
8399;47.0;1.0;1600.0;1.0;Yes;No;No;No;Yes;No;47.0
8400;48.0;4.0;1550.0;1.0;No;No;No;No;No;No;59.0
8401;68.0;1.0;1550.0;2.0;Yes;Yes;No;No;No;No;71.0
8402;56.0;1.0;1400.0;1.0;Yes;No;No;No;No;No;65.0
8403;57.0;6.0;1950.0;3.0;No;No;No;No;No;No;87.0
8404;45.0;3.0;1000.0;1.0;Yes;Yes;No;No;No;No;52.0
8405;40.0;3.0;1850.0;1.0;No;No;No;No;No;No;70.0
8406;42.0;0.0;2150.0;2.0;No;No;No;No;No;No;72.0
8407;49.0;4.0;1400.0;1.0;No;No;No;No;No;No;34.0
8408;43.0;0.0;1200.0;1.0;No;No;Yes;No;No;No;51.0
8409;37.0;0.0;2150.0;2.0;No;No;No;No;No;No;64.0
8410;42.0;1.0;1300.0;2.0;No;No;No;No;No;No;55.0
8411;43.0;4.0;2850.0;3.0;Yes;No;No;No;No;No;90.0
8412;44.0;2.0;1700.0;1.0;No;No;Yes;No;No;No;63.0
8413;42.0;3.0;1700.0;1.0;No;No;No;No;No;No;41.0
8414;33.0;0.0;1450.0;1.0;Yes;No;No;No;No;No;62.0
8415;50.0;4.0;1300.0;1.0;No;No;No;No;No;No;66.0
8416;45.0;0.0;1750.0;1.0;No;No;No;No;No;No;67.0
8417;38.0;0.0;1400.0;1.0;No;No;No;No;No;No;60.0
8418;43.0;1.0;1600.0;1.0;No;No;No;No;No;No;38.0
8419;35.0;4.0;2100.0;3.0;No;No;No;No;No;No;83.0
8420;45.0;4.0;2450.0;3.0;No;No;No;No;No;No;85.0
8421;53.0;4.0;1000.0;1.0;No;No;No;Yes;Yes;No;49.0
8422;24.0;2.0;1350.0;1.0;No;No;No;No;No;No;61.0
8423;44.0;4.0;1700.0;2.0;No;No;No;No;No;No;59.0
8424;52.0;1.0;1250.0;1.0;No;No;Yes;No;No;No;54.0
8425;45.0;0.0;1200.0;1.0;No;No;No;No;No;No;49.0
8426;47.0;4.0;2050.0;2.0;No;No;No;No;No;No;72.0
8427;41.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;54.0
8428;44.0;0.0;1400.0;1.0;No;No;No;No;No;No;62.0
8429;37.0;0.0;1500.0;2.0;No;No;No;No;No;No;57.0
8430;43.0;4.0;1650.0;1.0;Yes;No;No;No;No;No;67.0
8431;46.0;0.0;2250.0;3.0;Yes;No;No;No;No;No;86.0
8432;41.0;0.0;1300.0;1.0;No;No;No;No;No;No;66.0
8433;32.0;0.0;1550.0;1.0;No;No;No;No;No;No;45.0
8434;38.0;1.0;1600.0;2.0;No;No;No;No;No;No;53.0
8435;39.0;0.0;1250.0;1.0;No;No;No;No;No;No;44.0
8436;47.0;2.0;1500.0;2.0;No;No;No;No;No;No;57.0
8437;43.0;0.0;2200.0;3.0;No;No;No;No;No;No;77.0
8438;36.0;2.0;1950.0;2.0;Yes;No;No;No;No;No;76.0
8439;36.0;1.0;1350.0;1.0;No;No;No;No;No;No;63.0
8440;55.0;3.0;1100.0;1.0;No;No;Yes;No;No;No;36.0
8441;51.0;1.0;1450.0;1.0;Yes;No;No;No;No;No;43.0
